序号,月报期数,产品分类（月报）,日期,召回数量,产品名称,标题,召回原因,危害源,危害情况,区域,链接,,,,,,,
,5,家用电器及电器附件,2020/4/29,125,取暖器,【重庆】重庆三峡电器有限责任公司召回取暖器,存在对触及带电部件的防护项目不符合相关国家标准。该缺陷的存在容易造成触电风险。,对触及带电部件的防护,触电,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202004/t20200430_91019.html,,,,,,,
,5,电子信息,2020/4/29,100、174,电脑,【重庆】同舟电子（重庆）有限公司 召回电脑（一体机）,存在发热要求项目不符合相关国家标准。该缺陷的存在容易造成触电风险。,发热要求,触电,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202004/t20200430_91020.html,,,,,,,
,5,其他,2020/4/29,69,水质处理器,【重庆】重庆明峰水处理设备有限公司召回水质处理器,存在标志和说明、对触及带电部件的防护、输入功率和电流、电源连接和外部软线项目不符合相关国家标准。该缺陷的存在容易造成触电和火灾危害。,标志和说明、对触及带电部件的防护、输入功率和电流、电源连接和外部软线项目,触电、火灾,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202004/t20200430_91021.html,,,,,,,
,5,家用电器及电器附件,2020/4/29,47,取暖器,【重庆】重庆海韵电器有限责任公司召回取暖器,本次召回范围内的取暖器存在非正常工作、接地措施、电源连接和外部软线项目不符合相关国家标准。该缺陷的存在容易造成火灾和触电风险,非正常工作、接地措施、电源连接和外部软线项目,触电、火灾,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202004/t20200430_91022.html,,,,,,,
,5,家用电器及电器附件,2020/4/29,120、240、280,取暖器,【重庆】重庆市涪陵区俊欣家电有限公司召回取暖器,　本次召回范围内的取暖器存在输入功率和电流、电源连接和外部软线等项目不符合相关国家标准，存在火灾及触电风险。,输入功率和电流、电源连接和外部软线,触电、火灾,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202004/t20200430_91023.html,,,,,,,
,5,纺织品及服装鞋帽,2020/4/29,10,男鞋,【重庆】璧山区雅绅皮鞋厂召回男单鞋,本次召回范围内的男单鞋勾心硬度项目不符合标准要求，可能导致消费者受伤，存在安全隐患。,勾心硬度,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202004/t20200430_91024.html,,,,,,,
,5,纺织品及服装鞋帽,2020/4/29,10,女鞋, 【重庆】璧山区胤棋皮鞋厂召回女单鞋,本次召回范围内的女单鞋衬里和内垫耐摩擦色牢度不符合标准要求，可能导致染料脱色，对人体健康造成危害，存在健康安全隐患。,耐摩擦色牢度,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202004/t20200430_91025.html,,,,,,,
,5,纺织品及服装鞋帽,2020/4/29,10,男鞋,【重庆】璧山区浚森皮鞋厂召回男夹鞋,本次召回范围内的男夹鞋勾心硬度不符合标准要求，可能导致鞋底断裂，存在健康安全隐患。,勾心硬度,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202004/t20200430_91026.html,,,,,,,
,5,纺织品及服装鞋帽,2020/4/29,20,男鞋,【重庆】璧山区飞扬皮鞋厂召回男单鞋,本次召回范围内的男单鞋勾心硬度、勾心长度下限值项目不符合标准要求，可能导致消费者受伤，存在安全隐患。,勾心硬度、勾心长度下限值,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202004/t20200430_91027.html,,,,,,,
,5,儿童用品,2020/4/30,4500,儿童推车,东莞市乐康实业有限公司召回部分乐康牌LK-8809型儿童推车,　本次召回范围内的儿童推车（溜娃神器），由于在促销过程中为消费者赠送了雨伞，在极端情况下，雨伞随推车一起使用时会影响此款推车的安全稳定性，可能会导致推车倾倒，存在儿童摔伤的安全隐患。,稳定性,摔伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202004/t20200430_90995.html,,,,,,,
,5,儿童用品,2020/5/9,15000,儿童折叠餐椅,泰安贝之翼儿童用品有限公司召回部分儿童折叠餐椅,儿童折叠餐椅的孔、开口和间隙，极端情况下，存在夹伤儿童手指、四肢的风险，给儿童带来不可预见的伤害。,孔及间隙,夹伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202005/t20200509_91155.html,,,,,,,
,5,家具及建筑装饰装修材料,2020/5/11,2570,木质地板,【安徽】安庆晨旺木业有限公司召回部分木质地板,本次召回所涉及的产品“表面耐磨”低于国家相关标准要求，影响产品使用时间“甲醛释放量”高于国家相关标准要求，消费者长期接触可引起眼、鼻、咽、喉等刺激症状，可能影响身体健康。,表面耐磨、甲醛释放量,损害健康,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202005/t20200513_91214.html,,,,,,,
,5,其他,2020/5/11,1600,纸杯(豆浆杯）,【安徽】亳州市利辛县乐盛纸制品有限公司召回丽歆牌纸杯(豆浆杯）,杯子底部有印刷图案（按相关规定杯底距杯身10mm内不应印刷），套杯子时，杯外印刷图案的油墨会蹭到另一个杯子的内壁上，尤其是含苯油墨不利人体健康。,苯油墨,损害健康,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202005/t20200513_91215.html,,,,,,,
,5,家用电器及电器附件,2020/5/18,1844,热水壶,浙江爱仕达生活电器有限公司召回部分电热水壶,壶盖尾部与壶身之间间隙过大，使用过程中可能存在烫伤的安全隐患。,壶盖尾部与壶身之间间隙过大,烫伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202005/t20200518_91229.html,,,,,,,
,5,儿童用品,2020/5/18,12000,童车,永康市仕哲五金制品厂召回部分滑行车（溜娃神器）,由于束缚装置缺失及安全使用说明告知不清，存在消费者误用的风险，极端情况下，给儿童带来不可预见的伤害。,束缚装置缺失、安全使用说明告知不清,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202005/t20200518_91230.html,,,,,,,
,5,其他,2020/5/19,5,微耕机,【重庆】重庆安晓机械有限公司召回微耕机,存在热防护装置不合格问题，消费者在使用时存在烫伤风险。,热防护装置,烫伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202005/t20200521_91305.html,,,,,,,
,5,其他,2020/5/19,180,微耕机,【重庆】重庆雨欣机械制造有限公司召回微耕机,存在热防护装置不合格问题，消费者在使用时存在烫伤风险。,热防护装置,烫伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202005/t20200521_91306.html,,,,,,,
,5,儿童用品,2020/5/19,47,儿童服装,【江苏】乐鲨儿童用品有限公司召回乐鲨牌（518335719/90cm-120cm）女童针织开衫,由于PH值超标，可能导致儿童皮肤过敏。,PH值超标,皮肤过敏,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202005/t20200520_91303.html,,,,,,,
,6,儿童用品,2020/5/20,"
 
552
 ",童鞋,【上海】迪脉(上海)企业管理有限公司召回蓝色青少年低帮徒步鞋, 本次召回所涉及的童鞋，产品铅含量超标，可能会对消费者造成健康隐患。 ,铅含量,健康隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202006/t20200602_91522.html,,,,,,,
,6,其他,2020/5/21,15000,自吸过滤式防颗粒物呼吸器,【河北】军辉科技集团有限公司召回自吸过滤式防颗粒物呼吸器（非医用）,由于在客户库中长时间存放，导致产品中熔喷布的驻极消减，导致过滤效率低，存在不能有效阻止染物侵入的危险。 ,过滤层材质（熔喷布）,不能有效阻止染物侵入的危险,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202006/t20200605_91669.html,,,,,,,
,5,其他,2020/5/22,364,摩托车,上海雅马哈建设摩托车销售有限公司召回部分进口雅马哈TMAX摩托车,由于焊接作业指示不准确，导致主支架的左侧支架臂和横管的焊接强度不足。如果频繁使用主支架停放车辆，主支架的上述焊接部位可能会产生裂纹，严重时可能出现断裂，使用主支架停放车辆时车辆可能突然倾斜或倾倒，存在安全隐患。,作业指示、焊接部位裂纹,倾倒,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202005/t20200522_91309.html,,,,,,,
,5,交通用具,2020/5/22,200,自行车,【江苏】常州螳螂车业有限公司召回部分YZ-6-14D型一秒折叠自行车,1、产品的把横管和立管组件未通过疲劳测试，其把横管断裂，消费者在骑行过程中，如果车辆把横管断裂，会导致车辆失控骑行者摔倒，造成人身伤害的危险2、产品未装鸣号装置，消费者在骑行速度较快时，无法及时提醒前方交通参与者，可能导致交通参与者受到伤害。,疲劳测试、鸣号装置,摔伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202005/t20200522_91325.html,,,,,,,
,6,家用电器及电器附件,2020/5/22,30,调温型电热毯,【河北】石家庄市新宝电器有限责任公司召回“雪中情”TT180×90-6X调温型电热毯,由于在生产过程原材料发热线有老化现象，可能存在机械强度不符合标准的安全隐患，电热毯用开关不符合标准，易造成短路，存在严重缺陷，对消费者造成安全风险。 ,机械强度、开关不符合标准,安全风险,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202006/t20200605_91670.html,,,,,,,
,6,儿童用品,2020/5/22,300,儿童自行车,【江苏】永祺（中国）车业股份有限公司召回部分YONGQI牌（YQ12B-3、YQ14B-3）12/14寸高级儿童自行车,1、闸把尺寸过大（A、B两点的距离过大），儿童在骑行过程中不易操控，会使儿童摔倒受伤2、把套拉脱力不足，骑行过程中若自行车把套被拉脱，儿童可能摔倒受伤。,闸把尺寸过大、把套拉脱力不足,摔伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202005/t20200526_91377.html,,,,,,,
,6,交通用具,2020/5/22,200,自行车,【江苏】永祺（中国）车业股份有限公司召回部分YONGQI牌（YQWC18001C/24″）（春雨）自行车,1、固定车篮的螺丝的伸出部分较长，易造成消费者划伤 2、把横管强度较差，经疲劳测试时断裂，消费者骑行过程若横管断裂会导致车辆失控，造成人身伤害 3、前轮拆卸扭矩未达到标称的旋紧扭距要求，自行车长时间使用后，前轮的锁紧螺母松动，可能会造成车轮松动或分离，造成骑行者摔伤。,螺丝的伸出部分较长、把横管强度较差、前轮拆卸扭矩未达到标称的旋紧扭距要求,摔伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202005/t20200526_91378.html,,,,,,,
,6,家具及建筑装饰装修材料,2020/5/22,78,LED灯具,【江苏】常州市金坛东奇照明灯具有限公司召回佳木居牌（JMJ-MH030）固定式LED灯具,1、产品标记中未标注不可替换光源和非用户替换光源等警告说明，可能导致消费者误用，产生触电危害2、产品的自攻螺钉尖端突出安装面，在安装过程中可能划破消费者身体3、产品的接地端子未使用星型垫圈或其他相应措施保证其与外壳充分锁定，易发生意外的松动，可能导致消费者触电4、产品取下可徒手拆除的所有部件后，带电部件可触及，可能导致消费者触电5、产品绝缘不够，经过潮湿试验后，对灯具电源输入端与金属外壳之间施加交流电压时会发生击穿，易引发触电。,警告说明、螺钉尖端突出安装面、接地端子未使用星型垫圈、带电部件可触及、产品绝缘不够,触电,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202005/t20200526_91379.html,,,,,,,
,6,纺织品及服装鞋帽,2020/5/26,20,女夹鞋,【重庆】璧山区海罗皮鞋厂召回女夹鞋,帮底剥离强度不符合标准要求，可能导致消费者受伤，存在安全隐患。,剥离强度,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202005/t20200526_91398.html,,,,,,,
,6,家用电器及电器附件,2020/5/27,966,电热水壶,【江苏】苏州明洲电子科技有限公司召回部分唯铭德牌（UMD-P520）电热水壶,由于水壶保温功率偏差过大，可能导致电线或元器件过热、绝缘损坏，引发火灾。,保温功率偏差过大,火灾,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202005/t20200528_91409.html,,,,,,,
,6,家用电器及电器附件,2020/5/27,1395,电热水壶,【江苏】苏州明洲电子科技有限公司召回部分唯铭德牌（UMD-L520）电热水壶,由于壶内存在金属锐边，客户在清洁保养时，易造成受伤。,金属锐边,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202005/t20200528_91410.html,,,,,,,
,6,纺织品及服装鞋帽,2020/5/29,8,男单鞋,【重庆】璧山区五龙泓升皮鞋厂召回男单鞋,勾心纵向刚度、勾心硬度、勾心长度下限值项目不符合标准要求，可能导致消费者受伤，存在安全隐患。,勾心纵向刚度、勾心硬度、勾心长度下限值,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202006/t20200602_91497.html,,,,,,,
,6,其他,2020/5/29,18,汽油机离心泵,【重庆】重庆艾铭玛机械制造有限公司召回汽油机离心泵,防护装置项目不符合相关国家标准。该缺陷存在未有效的防止用户与消音器表面接触，容易造成烫伤的风险。,防护装置,烫伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202006/t20200602_91498.html,,,,,,,
,6,其他,2020/5/29,6,汽油机水泵,【重庆】重庆帝勒金驰通用机械股份有限公司召回汽油机水泵,热防护装置项目不符合相关国家标准。该缺陷存在未有效的防止用户与消音器表面接触，容易造成烫伤的风险。,热防护装置,烫伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202006/t20200602_91499.html,,,,,,,
,6,纺织品及服装鞋帽,2020/5/29,1600,湿巾,【安徽】合肥锦泉卫生用品有限公司召回部分湿巾,由于含有可迁移性荧光增白剂，长期使用有可能对消费者身体健康产生危害。,可迁移性荧光增白剂,危害健康,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202006/t20200602_91501.html,,,,,,,
,6,家用电器及电器附件,2020/5/29,100,取暖器,【安徽】南陵县家发镇鑫雅诗电器厂召回XYS-FA型号取暖器,因为其标志和说明、输入功率和电流、电源连接和外部软线、接地措施、骚扰电压不合格。上述情况，使用中有可能会导致防触电保护失效，消费者存在触电隐患。 ,标志和说明、输入功率和电流、电源连接和外部软线、接地措施、骚扰电压不合格,触电,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202006/t20200602_91502.html,,,,,,,
,6,家用电器及电器附件,2020/5/29,50,取暖器,【安徽】芜湖市南陵县开心电器厂召回KX-C型号取暖器,因为其标志和说明、输入功率和电流、结构、电源连接和外部软线、接地措施、骚扰电压不合格。上述情况，使用中有可能会导致防触电保护失效，消费者存在触电隐患。,标志和说明、输入功率和电流、结构、电源连接和外部软线、接地措施、骚扰电压不合格,触电,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202006/t20200602_91503.html,,,,,,,
