序号,产品类别,产品名称,使用对象年龄,使用对象性别,使用环境,使用方式,召回产品存在的一级危害因素,召回产品存在的二级级危害因素,召回产品存在的三级级危害因素,是否符合我国标准或者出口国标准,可能导致的伤害类型,发布国家,发布日期,通报原因
100,家具及建筑装饰装修材料,灯串,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,过热,是,电击,中国,2016/2/5,电线的横截面太小，可能过热。电线还可能接触到控制元件的锐利边缘。在这两种情况下，带电的导线可被接触，有电击风险。
101,家具及建筑装饰装修材料,灯座,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/2/5,缺少装置以固定支撑螺纹电缆引入装置。当使用者反复插入或移除灯泡，电缆将不断被拧紧和旋开，可能会损坏电缆，使得带电导线可被接触。
102,家具及建筑装饰装修材料,夜灯,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/2/5,灯盖可以被移除，使得带电部件可被接触，有电击风险。
103,家用电器及电器附件,电子灭虫器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/2/5,产品缺少适当的保护以防消费者意外接触到带电部件。幼童的手指可能接触到高压网格，受到电击。
104,家用电器及电器附件,电子灭虫器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/2/5,产品缺少适当的保护以防消费者意外接触到带电部件。幼童的手指可能接触到高压网格，受到电击。
105,日用杂品,手链,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,镍及其化合物,是,化学,中国,2016/2/5,手链的金属部件镍迁移过高（测得值：8.6µg/cm²/week）。镍是一种强烈的致敏剂，并且如果与皮肤直接和长期接触的物品上带有镍，可以引起过敏性反应。
106,日用杂品,烟雾探测器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,高低温物质危害,高温物质危害,明火,是,火灾,中国,2016/2/5,在发生火灾的情况下，探测器的报警信号触发过晚，并且音量太小，有着火风险。
107,食品相关产品,热水瓶,14岁~60岁,男女均可使用,高温环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,其它,是,化学,中国,2016/2/5,热水瓶双层玻璃墙之间的隔层含有石棉纤维。若热水瓶破裂，使用者可能吸入致癌的石棉纤维。
108,信息技术产品,USB电源,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/2/5,由于绝缘不足，以及一次电路和二次电路之间的爬电距离/电气间隙不足，充电器存在电击的风险。
109,信息技术产品,插头适配器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/2/5,插座缺少活动隔板以防带电部件被接触，有电击风险。
110,儿童用品,婴儿短靴,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎,中国,2016/2/9,脚趾尖端上的绒球可能脱落，对婴幼儿存在呛噎的危险。
111,家具及建筑装饰装修材料,吸顶灯,不限年龄段,男女均可使用,高温环境,正确的使用方式,机械危害,潜在能量危害,压力空间失控,是,砸伤,中国,2016/2/9,吸顶灯可能脱落从天花板上掉下，存在导致消费者受伤的危险。
112,家具及建筑装饰装修材料,吸顶灯,不限年龄段,男女均可使用,高温环境,正确的使用方式,机械危害,形状和表面性能危害,锐利边缘,是,割伤,中国,2016/2/9,用于固定玻璃灯罩和灯泡钢壳的塑料夹可能断裂，玻璃灯罩下落造成割伤危险。
113,儿童用品,儿童高脚椅,23岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械稳定性,是,跌落,中国,2016/2/10,臂杆在使用过程中可能弯曲或脱开，存在导致儿童跌落的危险。
114,家具及建筑装饰装修材料,高脚椅,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械强度,是,摔倒,中国,2016/2/10,在使用中手臂托板可能弯曲或脱落，对儿童造成摔倒危险。
115,儿童用品,儿童沙滩凉鞋,42岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎,中国,2016/2/12,凉鞋上的小装饰物容易脱落。幼童可能将其放入口中，导致哽噎。
116,儿童用品,空气喇叭,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,噪声危害,稳定性噪音危害,稳定性噪音危害,是,听力受损,中国,2016/2/12,产品噪声值过高，可能因此导致听力受损。
117,儿童用品,旅行用婴儿床,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,尖角,是,受伤，勒毙,中国,2016/2/12,婴儿床角落处有突出部件导致衣物被钩住，导致勒毙。此外，其中一侧床壁可能破裂，儿童可能跌出婴儿床，受到伤害。
118,儿童用品,男童夹克,37个月~96个月,男,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,绳索及类似物,是,勒毙,中国,2016/2/12,兜帽处的拉绳可能成为儿童各种活动中的羁绊，导致勒毙。
119,儿童用品,塑料花,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,受伤,中国,2016/2/12,产品容易破裂，释放带有高磁通量的小磁铁。若儿童误吞磁铁和其他金属物件，它们可能相互吸引，导致肠道堵塞或穿孔。
120,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒酸碱类危害,盐酸,是,化学,中国,2016/2/12,娃娃头部的塑料材料含有占重达12.8%的DEHP。这些邻苯二甲酸酯可能危害儿童健康，导致生殖系统损伤。
121,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒酸碱类危害,盐酸,是,化学,中国,2016/2/12,娃娃头部的塑料材料含有占重达15.1%的DEHP。这种邻苯二甲酸酯可能危害儿童健康，导致生殖系统损伤。
122,纺织品及服装鞋帽 ,带樱桃装饰物的毛巾,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎,中国,2016/2/12,由于其形态特征、颜色和尺寸，樱桃装饰物可能会被误认为食物。樱桃装饰物容易从柄上脱落，儿童可能将其放入口中，导致哽噎。
123,纺织品及服装鞋帽 ,带樱桃装饰物的毛巾,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎,中国,2016/2/12,由于其形态特征、颜色和尺寸，樱桃装饰物可能会被误认为食物。樱桃装饰物容易从柄上脱落，儿童可能将其放入口中，导致哽噎。
124,纺织品及服装鞋帽 ,焊工手套,60岁以上,男女均可使用,高温环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,铬及其化合物,是,化学,中国,2016/2/12,手套皮革含铬（VI）量太高（测量值为23mg/kg）。铬（VI）是致敏物质，可能引发过敏反应。
125,纺织品及服装鞋帽 ,皮革手套,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,铬及其化合物,是,化学,中国,2016/2/12,皮革含铬（VI）量太高（测量值为13.4mg/kg）。铬（VI）是致敏物质，可能引发过敏反应。
126,家具及建筑装饰装修材料,灯,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/2/12,电源供应元件里的变压器绕组之间的电绝缘不足，有电击风险。
127,家具及建筑装饰装修材料,灯串,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/2/12,与遥控元件相接的电缆固定处机械强度不足，电缆可能断裂，暴露出带电部件，有电击风险。
128,家用电器及电器附件,电子灭虫器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/2/12,产品缺少适当的保护以防消费者意外接触到带电部件。幼童的手指可能接触到高压网格，受到电击。
129,其他 ,电子香烟盒,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/2/12,由于绝缘不足，以及初级绕组和次级绕组之间的爬电距离/电气间隙不足，电池充电器存在电击的风险。
130,日化,装饰性蜡烛,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,高低温物质危害,高低温物质危害,高温物质危害,是,烧伤，火灾,中国,2016/2/12,若蜡烛被点燃前花型装饰物和丝带没有被移除，这些装饰物可能着火，导致使用者烧伤，并有可能引起火灾。
131,日用杂品,烟雾探测器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,高低温物质危害,高温物质危害,明火,是,火灾,中国,2016/2/12,烟雾探测器灵敏度不足，可能探测不到火灾，有着火风险。
132,日用杂品,珠宝套盒,14岁~60岁,女,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,镍及其化合物,是,化学,中国,2016/2/12,金色搭扣释放的镍量过高(测量值达1.82µg/cm²/week)。镍可能导致皮肤刺激和引发过敏或诱发过敏反应。银色、金色的搭扣和银色弹簧钩的铅含量过高（测得占重达2.54%）。接触铅对人体有害，存在化学风险。
133,食品相关产品,热水瓶,14岁~60岁,男女均可使用,高温环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,其它,是,化学,中国,2016/2/12,热水瓶双层玻璃墙之间的隔层含有石棉纤维，如果热水瓶破裂，使用者可能吸入致癌的石棉纤维。
134,信息技术产品,各种设备的墙壁插头适配器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/2/12,当墙壁插头适配器插入电源墙壁插座或从插座上拔下时，适配器可能破裂。如果发生这种情况，使用者可能会接触到带电部件并遭受电击。
135,信息技术产品,与平板电脑一起包装的交流电源线,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,过热,是,电击，火灾,中国,2016/2/12,若交流电源线过度或反复弯曲或过紧缠绕，久而久之，交流电源线可能损坏。因此，交流电源线可能过热，或其带电部件可被接触，有电击和火灾的风险。
136,儿童用品,儿童毛外套,35岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎,中国,2016/2/18,大衣的按扣可能脱落，可能给儿童带来窒息危险。
137,儿童用品,女童羽绒外套,37个月~96个月,女,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,呛噎,中国,2016/2/18,外套上的钮扣可能脱落，对儿童存在呛噎的危险。
138,纺织品及服装鞋帽,雪地靴,不限年龄段,男女均可使用,低温环境,正确的使用方式,,,,是,跌倒,中国,2016/2/18,当直接碰撞转盘或转盘过度负荷，其附带的M3v2转盘可能在户外时被卡，导致靴的前面或内部舌页松懈，存在导致使用者跌倒的危险。
139,家用电器及电器附件,旅行插头转换器套装,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,触电,中国,2016/2/18,用于澳大利亚/新西兰/阿根廷，巴西，欧洲大陆及韩国的双相壁式插头转换器可能出现破裂，暴露出转换器的金属部件，存在触电的危险。
140,文教体育用品,高空滑索包,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械稳定性,是,坠落,中国,2016/2/18,高空滑索的固定性不足，使缆绳在使用过程中出现松散状，存在导致使用者坠落的危险。
141,文教体育用品,高空滑索工具包,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械强度,是,摔倒,中国,2016/2/18,高空滑索可能无法弯曲，从而使绳索在使用中脱落或松弛，给使用者造成摔倒危险。
