序号,产品类别,产品名称,使用对象年龄,使用对象性别,使用环境,使用方式,召回产品存在的一级危害因素,召回产品存在的二级级危害因素,召回产品存在的三级级危害因素,是否符合我国标准或者出口国标准,可能导致的伤害类型,发布国家,发布日期,通报原因
90,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/1/26,娃娃的塑料材料含有邻苯二酸二-(2-乙基己基)酯（DEHP）（测得占重49.5%），这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
91,儿童用品,拼图垫,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/1/26,拼图垫可以拆分出许多小部件，幼童可能会把这些小部件放入口中而导致呛噎。
92,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/1/26,娃娃的塑料材料含有邻苯二酸二-(2-乙基己基)酯（DEHP）（测得占重2.67%），这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
93,儿童用品,塑料娃娃套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/1/26,娃娃的塑料材料含有邻苯二酸二-(2-乙基己基)酯（DEHP）（测得占重0.28%），这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
94,儿童用品,玩具警械套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/1/26,玩具的塑料材料含有邻苯二酸二-(2-乙基己基)酯（DEHP）（测得占重13.7%），这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
95,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/1/26,娃娃的塑料材料含有邻苯二酸二-(2-乙基己基)酯（DEHP）（测得占重19.7%），这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
96,儿童用品,小洋娃娃套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/1/26,娃娃的塑料材料含有邻苯二酸二-(2-乙基己基)酯（DEHP）（测得占重30.2%），这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
97,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/1/26,娃娃的塑料材料含有邻苯二酸二-(2-乙基己基)酯（DEHP）（测得占重30.3%），这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
98,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/1/26,娃娃的塑料材料含有邻苯二酸二-(2-乙基己基)酯（DEHP）（测得占重12.9%），这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
99,家用电器及电器附件,LED灯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/1/26,带电部分与可触及金属体之间的电气绝缘不足，灯的可触及金属体因此可能会变得带电。
100,文教体育用品,激光笔,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,辐射危害,射线辐射危害,激光辐射,,视力受损,欧盟,2018/1/26,该产品没有与使用有关的必要警告。激光束直接射入眼睛会导致视力受损。
101,电子信息,游戏控制器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒有机氯化物,有机氯化物,,环保,欧盟,2018/1/26,黑色电线含有短链氯化石蜡（SCCPs）（测得占重5.3%）。禁止在市面上销售和使用含有SCCPs物品。 因为SCCPs持续存在于环境中，低浓度即对水生生物有毒性，并且可在野生生物及人体内蓄积，对人体健康和环境存在危险。
102,食品相关产品,保温瓶,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,有机毒物危害,,,,化学,欧盟,2018/1/26,保温瓶双层玻璃壁的隔板含有石棉纤维，如果热水瓶破裂，使用者可能吸入致癌的石棉纤维。
103,家具装饰装修材料,内嵌式筒灯组,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击、触电,美国,2018/1/31,该筒灯组可能会在使用者检修闪烁故障的时候短路，存在电击和触电的风险。
104,家用电器,空间加热器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,电气爆炸,过热,,火灾、烧伤,美国,2018/1/31,该加热器的马达固定座破裂，可能会导致电热元件与内部塑料材料的接触并点燃，存在着火和烧伤的风险。
105,家用电器,无线电锯,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械稳定性,,受伤,美国,2018/2/1,该无线电锯的链条制动保护装置可能失效，导致电锯无法停止运作，对使用者造成伤害。
106,信息技术产品,电池组,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,电气爆炸,过热,,火灾,欧盟,2018/2/2,电池会短路。电池过热会引起火灾。
107,信息技术产品,电池充电器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/2/2,带电初级电路和充电装置变压器的可接触次级电路之间的爬电距离太短。产品的可接触部分可能会变得带电。
108,儿童用品,叉子,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/2/2,叉子尖端可能会断裂产生小部件。儿童可能会吞下叉子的小部件而导致呛噎。
109,儿童用品,女童衣服套装,14岁及以下,女,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/2/2,小装饰物（珠子）容易从衣服上脱落。幼童可能会将其放入口中而导致呛噎。
110,儿童用品,化装舞会用配饰,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,高/低温物质危害,高温物质危害,明火,,烧伤,欧盟,2018/2/2,眉毛和胡子是高度易燃的。如果它们着火，使用者可能会被烧伤，尤其是脸部。
111,儿童用品,带配件的娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/2/2,娃娃的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重37.3%）。这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
112,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/2/2,娃娃的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重39.2%）。这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
113,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/2/2,娃娃的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重16.2%）。这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
114,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/2/2,娃娃的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重17.3%）。这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
115,儿童用品,摇铃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/2/2,木珠会脱落产生小部件。幼童可能会将其放入口中而导致呛噎。
116,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/2/2,娃娃的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）和邻苯二甲酸二丁酯(DBP)(测得占重0.17%)。这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。此外，还含有邻苯二甲酸二异壬酯（DINP）（测得占重4.9 %）和双酚A（测得占重0.157%）。双酚A有生殖毒性。根据REACH法规，禁止在所有玩具和儿童护理用品中使用邻苯二甲酸酯DEHP和DBP，而邻苯二甲酸酯DINP禁止在可被儿童放入口中的所有玩具和儿童护理用品中使用。
117,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/2/2,娃娃的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重13.2%）。此类邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
118,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/2/2,娃娃的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重16.9%）。此类邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
119,儿童用品,挤压类玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/2/2,娃娃的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重48%）。此类邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
120,儿童用品,新奇发箍,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,"化学, 呛噎",欧盟,2018/2/2,电池仓很容易通过拆除盖子而被打开，并使得纽扣电池易被接触。幼童可能会将其放入口中，若被吞咽会对胃肠道造成损害或导致呛噎。
121,儿童用品,LED气球,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,"化学, 呛噎",欧盟,2018/2/2,即使不使用任何工具，纽扣电池也易被接触并被儿童吞入。这会对儿童胃肠道造成损伤或导致呛噎。
122,儿童用品,毛绒玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/2/2,由于某些接缝的缺陷，玩具的纤维填充材料变得易被接触，幼童可能将其放入口中而导致呛噎。
123,家具及建筑装饰装修材料,照明灯链,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/2/2,控制装置抗性不足，可能会破裂，使得带电部分易被接触，使用者可能会接触到带电部分。
124,家具及建筑装饰装修材料,LED灯条,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/2/2,电缆没有足够的强度，并且不耐热。电缆可能老化，使得带电导体易被使用者接触。
125,家用电器及电器附件,电烤面包机,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,"电击, 火灾",欧盟,2018/2/2,弹出机制的故障会带来火灾的风险。此外，电绝缘性能不足，这会导致使用者遭受电击。
126,家用电器及电器附件,电吹风,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,"烧伤, 电击, 火灾",欧盟,2018/2/2,吹风机在使用时会过热并着火。熔化的塑料可能会导致烧伤并使得使用者接触到带电部件。
127,家用电器及电器附件,电热水龙头,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/2/2,可接触部分只有基本绝缘。如果基本绝缘被损坏，使用者可能会遭受电击。
128,家用电器及电器附件,电网灭虫器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,"电击, 火灾",欧盟,2018/2/2,高压电网的带电部分易被接触。塑料部分不能充分防火。使用者可能会用手指触摸高压电网，并遭受电击。此电器可能会着火。
129,家用电器及电器附件,LED灯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/2/2,LED灯带电部分易被用户接触。电绝缘性能不足。
130,家用电器及电器附件,烤面包机,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,"电击, 火灾",欧盟,2018/2/2,弹出机制的故障会带来火灾的风险。此外，电绝缘性能不足，这会导致使用者遭受电击。
131,家用电器及电器附件,搅拌机,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/2/2,电绝缘性能不足，可接触部分会因此变得带电。
132,家用电器及电器附件,电动搅拌机,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/2/2,电绝缘性能不足，可接触部分会因此变得带电。
