标题,投诉对象,投诉要求,投诉内容,投诉时间,投诉链接,投诉进度
realme售后无法完成其所承诺的服务,realme手机,给出合理解释,本人于今年1.8日在京东REALME真我官方旗舰店购买一部realme x7pro，经官网查询得知真我手机可在当地oppo售后中心进行售后或保养，于是在今年8.12日前往本地oppo售后中心进行免费贴膜（真我官网承诺一年可以免费进行4次手机贴膜），但是当到达oppo售后中心后，却被工作人员告知无法进行免费贴膜，只能付费，我认为这构成...,2021-08-13,https://tousu.sina.com.cn/complaint/view/17354427596/,已完成
手机优化大师软件没在手机本人同意下强迫扣款268元人民币现在要求退还,手机优化大师,退款,我在抖音上面看到手机优化大师广告，我并下载了手机优化大师APP之后也没操作什么，它却在2021年8月30号3点左右自动扣款我268元钱现在我要求他退款于我,2021-08-30,https://tousu.sina.com.cn/complaint/view/17354689448/,处理中
淘宝店铺realme官方旗舰店欺诈,realme手机,立即发货，赔偿损失,本人8月7日在淘宝realme 官方旗舰店下单一款realme GT 大师探索版手机，至今未发货，多次催促，客服以交通管制为由拒绝发货，本人求证顺丰快递，顺丰方表示可以正常到货，我发送截图给客服，客服表示再次对接能发货了，保证这两天安排发货，今天再次询问发货情况，换了个客服又转口说不能发了，又说管制，明摆着店大欺客...,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354575089/,已回复
虚假宣传，付费以后无法使用，一直联系不上客服,手机定位他迹,退款,虚假宣传，付费以后无法使用，一直联系不上客服,2021-08-15,https://tousu.sina.com.cn/complaint/view/17354463886/,待分配
手机质量问题，要求退货退款。,realme手机,手机质量问题,在realme天猫旗舰店买的手机，不到两个星期时间，音量键失灵偶尔按了没反应。在天猫客服投诉，一直说七天以后不能退款。明明就是手机质量问题不让退款，简直就是霸王条款。,2021-08-15,https://tousu.sina.com.cn/complaint/view/17354462025/,已回复
手机优化大师软件没在手机本人同意下强迫扣款268元人民币现在要求退还,手机优化大师,退款,我在抖音上面看到手机优化大师广告，我并下载了手机优化大师APP之后也没操作什么，它却在2021年8月30号3点左右自动扣款我268元钱现在我要求他退款于我,2021-08-30,https://tousu.sina.com.cn/complaint/view/17354689448/,处理中
淘宝店铺realme官方旗舰店欺诈,realme手机,立即发货，赔偿损失,本人8月7日在淘宝realme 官方旗舰店下单一款realme GT 大师探索版手机，至今未发货，多次催促，客服以交通管制为由拒绝发货，本人求证顺丰快递，顺丰方表示可以正常到货，我发送截图给客服，客服表示再次对接能发货了，保证这两天安排发货，今天再次询问发货情况，换了个客服又转口说不能发了，又说管制，明摆着店大欺客...,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354575089/,已回复
误导乱扣费,CAD手机版app,"退款,道歉",该app利用页面误导，导致开通298年费会员,2021-08-29,https://tousu.sina.com.cn/complaint/view/17354680082/,待分配
不知情扣费,手机优化大师,"退款,作出处罚",豪不知情的情况下自动扣费，连账号都没有注册就给扣了,2021-08-29,https://tousu.sina.com.cn/complaint/view/17354679290/,处理中
售后不给解决，客服一个劲儿给我打电话装听不清调戏我也不给我解决,realme手机,"刷机,返厂,重做系统","realme的售后是第三方极客修。最新购买的realmex,进行了安卓11系统尝鲜体验，可是升级了一半系统突然不动了，然后开机也开不了，刚开始bl模式能进去，然后recovery也进不去。我就纳闷了这个手机怎么这样，而根据论坛上只有安卓11回退的卡刷包，而没有线刷包，更没有安卓11尝鲜版的线刷包，于是只能使用论坛提供的官方刷...",2021-08-25,https://tousu.sina.com.cn/complaint/view/17354621991/,已完成
前置摄像头黑屏,realme手机,原因,无法使用前置摄像头，不是黑屏就是闪退，人脸识别显示摄像头被占用,2021-08-24,https://tousu.sina.com.cn/complaint/view/17354595460/,已完成
莫名扣费 不知道怎么回事 半夜看眼手机 发现扣了268 自己什么都没弄,手机优化大师,退款,不知道为啥扣费 自己什么都没弄 也没用过优化大师 我查百度发现好多人都扣过费,2021-08-29,https://tousu.sina.com.cn/complaint/view/17354674295/,处理中
不予退款,手机定位他迹,退款,该app页面没有明显提示需要双方同意才可以使用，第一次下载该软件打开首页面就是输入对方手机号，然后就会弹出充会员提示，误导我开通会员后才发现不能使用，发现后第一时间联系客服解决，结果是不予退款。我对该软件误导开会员，开会员后的功能十分不满意，请求退款。,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354593806/,已完成
realmeX50pro停止更新,realme手机,马上更新,已经两个月没更新系统了，这手机买来才一年 ，就停更了 ，只顾新机发布 不优化系统 ，一堆bug不修复 ，用户体验极差,2021-08-29,https://tousu.sina.com.cn/complaint/view/17354680509/,已完成
早上一起来就看到自动扣费268 打电话也打不通 我希望把钱退回来 这个软件真的可,手机优化大师,退款,乱收费 撒子软件 太可怕咯，我希望把我钱退回来 朋友们不要再下载这么害怕的软件 几块钱能接受 你们看268啊 真的太可怕了,2021-09-05,https://tousu.sina.com.cn/complaint/view/17354792025/,处理中
手机优化大师软件未说明直接扣走268元 未下载过软件背扣费,手机优化大师,"退款,解释,作出处罚,退款268元",于2021年9月7日被莫名扣分268元，扣费项目为手机优化大师季度高级会员(免费试用3天)（每季）要求返还财产并赔礼道歉 侵犯了本人的财产权,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354832738/,处理中
反馈bug也不修复也不更新,realme手机,2天内更新,realme X50PRO这手机系统bug很多，也去realme社区找客服反馈过了，大半年反馈过很多bug，就是不给修复，就比如系统自带输入法键盘手写功能输入显示不准确问题，反馈了四个月了，也抓包上传日志，至今没有修复，期间也多次进行反馈。 系统bug多，更新慢，反馈也不去做修复处理，体验太差了,2021-08-29,https://tousu.sina.com.cn/complaint/view/17354681158/,已回复
手机优化大师乱扣费,手机优化大师,退款,根本就不知道这个手机优化大师是个什么，突然扣费才查看订阅里面有这个软件，但是手机里根本就没下这个软件，更没有订阅过,2021-09-04,https://tousu.sina.com.cn/complaint/view/17354772574/,处理中
前几天偶然看见了这个软件就下载了 发现没什么用立马删除了 今天凌晨扣了我388元,cleaner手机管家,"退款,下架产品",前几天偶然在头条上看见了这个软件就下载了 发现没什么用立马删除了 今天凌晨扣了我388元,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354956021/,待分配
手机优化大师强制下载，强迫收费,手机优化大师,退款,在我不知情的情况下多次跳出手机优化大师的广告，后来嫌烦就下载了，下载后没有进行任何操作就自动于2021年7月28号自动扣款268元，涉嫌欺诈和强制扣费行为，我现在要求他退款于我，否则我将去人民法院提起诉讼，坚决维护自身权益。,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354955791/,处理中
手机打开其他软件忽然弹出手机优化大师下载此软件后不知情下扣款268,手机优化大师,"退款,解释,作出处罚",打开万年历软件，自动弹出优化大师，不下载此软件手机无法返回，所以就下载了，结果不知情下扣费268元,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354837869/,处理中
组了活动价格的云手机使用未达效果不给退款,多多云手机,退款,打开多多云手机app组机，为了达到游戏效果租了个服务一个月68，使用后游戏启动不了，与客服要求退款 一口拒绝然后说事先有测试提示 测试后付款是不给退款 我问客服测试体验在哪里，他给我说的还是需要下单租几天而且不是我定的这款租机款项肯定体验不到，现在租的玩不了游戏，客服要么不给回答，要么就是换新客服重新走...,2021-09-04,https://tousu.sina.com.cn/complaint/view/17354779772/,待分配
手机系统升级导致手机出现质量问题,realme手机,因为官方系统原因导致,我在升级完最近系统的不到一天时间，手机realmex的前置摄像头不能打开一直呗占用,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354895539/,已回复
手机优化大师APP,手机优化大师,退款,8月27日我的手机游戏上显示手机内存已满请下载手机优化大师帮助清理，我就下载了当吋误点了免费试用的活动，三天后我的手机自动扣除了我268元，我好气愤，手机优化大师这是完全的期骗、期诈行为，霸王条款，希望能通过这个黑猫投诉平台来还我们消费者的权益。,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354806206/,处理中
非本人使用在其他手机上订阅，涉嫌强制消费。因此选择退款,手机优化大师,退款,非本人操作在其他苹果设备上订阅，未提示有任何订阅信息，结果扣费了一查才显示。且是3天免费订阅之后自动订阅半年会员（268元）。涉嫌强制消费、欺骗消费者，因此选择退款。,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354915989/,处理中
手机优化大师乱扣费,手机优化大师,退款,手机里面没有下载任何软件，也没同意订购的，怎么会乱扣费,2021-09-05,https://tousu.sina.com.cn/complaint/view/17354789292/,处理中
软件无用，没有客服联系，没有退款渠道。客服联系不上。存在诱导消费。,手机定位他迹,退款,此软件需要两个人同时付费使用，协议中提到可以退费，但是需要扣除服务费。此软件没有任何退费渠道，也没有客服可以联系。存在诱导消费。,2021-09-09,https://tousu.sina.com.cn/complaint/view/17354868559/,待分配
