标题,投诉对象,投诉要求,投诉内容,投诉时间,投诉链接,投诉进度
商家欺骗消费者抖音客服只赔付20元优惠券,抖音短视频,赔偿,本来在抖音平台买到这款儿童口罩，收到货确是成人口罩的执行标准，儿童带着太大了，GB/T32610-2016这个口罩标准是不适用于与儿童的，该标准有明文规定。 商家这个情况属于欺骗消费者我申请退1赔3不满500就赔付500这是消费者保护法的条例，请抖音客服不要包庇商家，,2021/9/2,https://tousu.sina.com.cn/complaint/view/17354751464/,已完成
乘客未佩戴口罩司机取消订单被判责,滴滴出行客服,"改善服务,恢复账号,撤销处罚",滴滴平台接单，到达上车点，因乘客拒绝佩戴口罩，司机自行取消订单，导致平台判司机有责，平台是鼓励乘客不戴口罩吗？司机对于未佩戴口罩的乘客凭什么不应该取消订单，平台这样包庇乘客，无视疫情的防护措施,2021/9/12,https://tousu.sina.com.cn/complaint/view/17354909943/,已回复
销售假冒伪劣奥运口罩产品,京东客服,退一赔三,我于8月8号在京东平台里面一家店铺名为“女王饰界官方旗舰店”里购买了100只口罩。到货后打开口罩均为印刷有奥运五环这个商标跟国旗。央视新闻跟奥运口罩生产方均发布声明是全网在售的奥运口罩都是假冒伪劣产品。该公司并没有注册奥运五环这个商标，涉及侵权。我的诉求是退一赔三，按照消费者权益保护法进行赔偿。,2021/8/14,https://tousu.sina.com.cn/complaint/view/17354442645/,已回复
中影星美国际影城【建阳区】高价卖口罩,中影星美国际影城【建阳店】,"作出处罚,改善服务,解释",我在2021年9月12日在网上购买了建阳区中影星美国际影城店两张电影票，到了店由于没有带口罩进不去，检票员叫我到前台买买一个口罩，我问多少钱一个前台特别凶的告诉一块钱一个，我说楼下超市都卖2毛钱一个你们为什么卖一块钱一个，还恶言相向说楼下这么便宜为啥不下去买，买不起口罩还看什么电影。这是我见过最差服务态...,2021/9/12,https://tousu.sina.com.cn/complaint/view/17354915146/,待分配
拼多多售卖假货奥运口罩，且私自关闭投诉和订单,拼多多客户服务,"赔偿,道歉,作出处罚,改善服务,解释,发货,下架产品",拼多多售假货奥运口罩，且未得到授权就开始私自售卖，本人查看到奥运口罩并未授权任何一家可以售卖，拼多多打着奥运口罩同款的幌子到处收假买假，并且私自关闭交易和投诉，并且本人让其提供奥运口罩授权代理证书，拼多多竟然让我提供本人身份证，手机号码，邮箱等一系列侵犯个人隐私的材料。且并未处理。,2021/8/18,https://tousu.sina.com.cn/complaint/view/17354500052/,处理中
诱导老年人买保险,悟空保,道歉赔偿/解释,我爸前段时间去曲靖第一人民医院，因为没带口罩，然后保安叫我爸去扫一个免费的口罩，结果扫了以后就买了保险，自动扣款扣了404元，因为老年人有点不懂这个，他们误导消费者买保险。,2021/8/18,https://tousu.sina.com.cn/complaint/view/17354502085/,已完成
拼多多商家售假,拼多多客户服务,"赔偿,道歉",本人在拼多多平台买了48.8元奥运会同款口罩，之后在官方平台了解到所有在售奥运口罩均为假货，现在要求拼多多按照假一赔三处理，进行赔偿,2021/8/19,https://tousu.sina.com.cn/complaint/view/17354523364/,处理中
中影星美国际影城【建阳区】高价卖口罩,中影星美国际影城【建阳店】,"作出处罚,改善服务,解释",我在2021年9月12日在网上购买了建阳区中影星美国际影城店两张电影票，到了店由于没有带口罩进不去，检票员叫我到前台买买一个口罩，我问多少钱一个前台特别凶的告诉一块钱一个，我说楼下超市都卖2毛钱一个你们为什么卖一块钱一个，还恶言相向说楼下这么便宜为啥不下去买，买不起口罩还看什么电影。这是我见过最差服务态...,2021/9/12,https://tousu.sina.com.cn/complaint/view/17354915146/,待分配
拼多多售卖假货奥运口罩，且私自关闭投诉和订单,拼多多客户服务,"赔偿,道歉,作出处罚,改善服务,解释,发货,下架产品",拼多多售假货奥运口罩，且未得到授权就开始私自售卖，本人查看到奥运口罩并未授权任何一家可以售卖，拼多多打着奥运口罩同款的幌子到处收假买假，并且私自关闭交易和投诉，并且本人让其提供奥运口罩授权代理证书，拼多多竟然让我提供本人身份证，手机号码，邮箱等一系列侵犯个人隐私的材料。且并未处理。,2021/8/18,https://tousu.sina.com.cn/complaint/view/17354500052/,处理中
泡泡玛特七夕活动消费满赠随机口罩实则没有随机,POPMART泡泡玛特,"更换,解释",我分别下了两个订单，泡泡玛特七夕活动是消费满额赠送口罩，每满169元送一包，店铺直播间也说一共有好几款口罩，发货的时候会随机进行发放。但是我实际两个订单被打包一起发货了，赠送的口罩只有一款。我觉得泡泡玛特的宣传涉嫌欺诈，根本就没有随机口罩，如果有随机发放，那我所收到的七八份口罩为什么全都是一款呢？我...,2021/8/23,https://tousu.sina.com.cn/complaint/view/17354580610/,已完成
客服不回复消息，退款不给退,快手小客服,"退款,道歉,改善服务",八月十五日晚上在快手小店金牛电商上下单了一次性3D口罩，等发货后却收到的是普通口罩，十九号给客服发消息却是一直未读，二十号申请退款也不给退。,2021/8/21,https://tousu.sina.com.cn/complaint/view/17354561893/,已完成
收到的口罩和下单的口罩完全不一样，虚假宣传，欺骗消费者,快手小客服,"退款,赔偿,道歉,作出处罚",收到的口罩和下单的口罩完全不一样，虚假宣传，欺骗消费者！客服不回信息，电话也没人接，商品已退回，商家却迟迟不确认收货并退款,2021/8/22,https://tousu.sina.com.cn/complaint/view/17354573004/,已回复
虚假发货。跟宣传图片根本不一样，客服还不回消息。骗子。要求退款。,快手小客服,"退款,赔偿,道歉,作出处罚",买的是3D口罩结果收到货一看，就是普通的蓝色口罩，非常薄，而且还很松，跟客服说话根本没人理，而且这个产品已经下架了。纯纯的牛马商家。,2021/8/26,https://tousu.sina.com.cn/complaint/view/17354635738/,已完成
京东丛一楼家居日用拼购旗舰店销售三无口罩,京东客服,"退款,赔偿",我在京东商城丛一楼家居日用旗舰店购买一次性口罩，商家宣传是100个100只装，并且符合GB2526-2006标准，规格显示的是10片一盒，但是收到快递后发现，口罩是用了一个塑料袋包装，并且完全没有任何权威性的合格说明，且包装是可污染的普通塑料袋，无密封。 联系商家说明，商家一直不在线，并且搜索店铺，店铺已经没有任何...,2021/8/14,https://tousu.sina.com.cn/complaint/view/17354450058/,已回复
美团小药箱卖的口罩是假货,美团网客服小美,退货,口罩外包装没有国家行业标准，卖家不承认口口声声说他的产品没有任何问题，对比了官网，根本不一样里面口罩没拆，我不敢用，随便哪个品牌都会有这个标准,2021/8/31,https://tousu.sina.com.cn/complaint/view/17354710711/,已完成
美团小药箱卖的口罩是假货,美团网客服小美,退货,口罩外包装没有国家行业标准，卖家不承认口口声声说他的产品没有任何问题，对比了官网，根本不一样里面口罩没拆，我不敢用，随便哪个品牌都会有这个标准,2021/8/31,https://tousu.sina.com.cn/complaint/view/17354710711/,已完成
拼多多柚子家尚品销售假冒伪劣产品,拼多多客户服务,"退款,赔偿,道歉",2021年8月5号在拼多多柚子家尚品购买了口罩，到货后发现该口罩是假冒伪劣产品，在销售时说是奥运同款，有侵权行为，希望进行赔偿退款。,2021/8/9,https://tousu.sina.com.cn/complaint/view/17354375733/,处理中
卖家销售假冒奥运口罩,巨量引擎,"赔偿,解释,作出处罚,道歉,改善服务",卖家承诺销售口罩是正品奥运口罩，但是厂家声明和央视新闻报道未对外销售，所有电商上架的奥运口罩均为假冒伪劣商品，抖音客服来电确认核实是假货，但是不支持假一退三，为难我，让我自己和商家协商，给我100块钱优惠券就想了事，包庇卖家 ，我第一次在抖音购物，就这样的一个处理方案吗,2021/8/15,https://tousu.sina.com.cn/complaint/view/17354457375/,已完成
零至三岁婴幼儿口罩的执行标准不对,京东客服,"赔偿,改善服务,解释",我买的零至三岁婴幼儿口罩，回来发现执行标准不对，国家儿童口罩没有零至三岁婴幼儿口罩的执行标准，他这属于不合规，后来商家谎称说给我发错货了，发的国外定制版，希望对他进行处罚，并且维护消费者权益，对我进行赔偿,2021/8/29,https://tousu.sina.com.cn/complaint/view/17354683596/,已回复
万宝绿旗舰店，口罩虚假发货，祸国殃民,阿里客服,"赔偿,道歉,作出处罚",本人2021.8.6号万宝绿旗舰店下单口罩，历时六天口罩快递还在显示已经发出还在揭阳(快递始发地)，中途多次与客服沟通表示口罩防疫物品急用麻烦尽快发货，客服表示催促，未给出明确处理方案，后又催促，客服竟然不理不给出回应，于2021.8.12日收到客服消息表示快递丢失要求退款，且态度差，后与客服沟通客服不回复。 在抗...,2021/8/12,https://tousu.sina.com.cn/complaint/view/17354419005/,处理中
商家在天猫出售 奥运口罩 问题,天猫,"退款,赔偿,道歉,作出处罚",为了支持奥运会 我在天猫平台购买了奥运口罩 后来得知 市场在售的奥运口罩均为假货的时候 我知道我被骗了 商家还明确表明假一赔四的 我希望平台严肃处理,2021/8/12,https://tousu.sina.com.cn/complaint/view/17354414424/,处理中
抖店胜杰优选出售假冒奥运口罩欺诈消费者,抖音短视频,"退款,赔偿,作出处罚",胜杰优选商家在我下单前询问前明确产品为同款，之后又以无货为由不想发货，最终为逃避平台延迟发货缺货补偿，只发了一个口罩，口罩为假冒奥运口罩，本人要求商家补发，商家说产品下架无货，本人投诉平台申请欺诈发货缺货无货平台不予处理，并且并未对假冒口罩做出处罚,2021/9/1,https://tousu.sina.com.cn/complaint/view/17354718544/,已完成
出售奥运会口罩,阿里客服,假一赔四,我在8月6号，在淘宝上购买的这个口罩，到货后得知是假货，网上出售的奥运会口罩都是假货，听到我也是挺震惊的，买这么多，本来是想给朋友些，现在说是假货，去找商家，态度也不好，不处理问题，说是自己的品牌什么的，麻烦工商同志处理一下，商家在淘宝网上支持假一赔四，必须给商家处罚，利用奥运会口罩赚钱，谋取高利...,2021/8/14,https://tousu.sina.com.cn/complaint/view/17354440781/,处理中
无良商家出售假货，拼多多客服不予处理,拼多多客户服务,"退款,赔偿,道歉,作出处罚",8.1号在拼多多平台买到了奥运口罩，收到货之后看见了中央新闻报道，并未在任何网络平台上出售奥运口罩，我却在拼多多上买到了，希望按照国家消费法规定，对我进行补偿,2021/8/8,https://tousu.sina.com.cn/complaint/view/17354359345/,处理中
奥运口罩假冒产品，京东无授权平台不给处理,京东客服,"退款,赔偿,道歉",奥运口罩在所有电商平台上面全部都是为假货，京东客服却说不是假货，非要我拿出来报告，包庇商家，严重包庇商家，我要求投诉，奥运口罩在电商平台上面售卖维害了我门国人的尊严，这么神圣的口罩居然让不法份子拿去售卖我要维权,2021/8/11,https://tousu.sina.com.cn/complaint/view/17354398139/,已完成
