序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
62,啄木鸟水电维修收费不合理，服务费过高,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355337242/,投诉,啄木鸟家电,退款,本人于2021年10月9日通过支付宝找到啄木鸟家庭维修联系其上门维修水管问题。啄木鸟工程师上门后就指导进行了计价，整个过程中仅更换了一个三角阀，用时二十分钟左右，而这就需要179元的人工费，并另外收取了60元的材料费，对比了同款的材料，五金店却只需要二三十块钱。特此投诉。同时也希望该平台可以推出双方议价的模...,已回复
63,啄木鸟家电维修费用太高,2021-09-28,https://tousu.sina.com.cn/complaint/view/17355162770/,投诉,啄木鸟家电,退款,空调内机漏水，便在啄木鸟下了一个订单，师傅上门后就拿几张纸非常简单的擦干净一下水槽，然后收了我249元(其中包含87元配件费，87元已退款。)退款等于支付了162。相当于擦一下水槽收费162，我特地问了其他的维修师傅，他说空调内机漏水擦一下水槽顶多就50元，啄木鸟却收费162元，高于市场价3倍之多。请退还多收112元,已完成
64,维修人员不专业，再事先没有任何告知的情况下胡乱收费并不给解释,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355267631/,投诉,啄木鸟家电,"退货退款,改善服务,赔偿解释,延保",9月29日在京东下单了热水器上门维修，派单给啄木鸟。9月30号中午12点左右先来了一个维修人员，什么都不懂，工具也没带。私自转单给了詹姓师傅，该师傅事先仅告知118元的情况下更换了漏电开关后，要求支付194元。且不肯提供具体收费标准。加上30元的京东预付款，共支付224元。后查询啄木鸟公众号，该类维修价格129元。要...,已完成
65,云米全屋智能家居管线机虚假宣传可以引导消费者购买,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355280371/,投诉,云米全屋互联网家电,赔偿解释,本人与2021.08.15在云米天猫旗舰店购买了在商品详情页准确的写出了“已接入米家”并且作为主图的speedy壁挂饮水机（管线机）在安装之后调试过程中发现无法正常链接米家 后咨询客服 第一位客服给的回复是可以连接米家 在我追问连接型号之后又转成另一位客服 第二位客服告诉我这款机器无法使用米家。 有几点我想说，1、我购...,已回复
66,西门子进口洗碗机，使用一年多，主要部件失效需更换,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355456614/,投诉,西门子家电客户服务,"退款,赔偿",2020年元月，本人从淘宝网旗舰店购入SIEMENS/西门子 进口嵌入式家用全自动洗碗机除菌10套SC454B01AC。机子安装大概用了两周才安装完成。从使用四个月左右开始出现问题，到现在为止一共维修多达十次，每次维修时间都在一周到一月不等，严重影响正常使用。现在机子主要部件失效需更换，我要求商家退掉此机器，不想再费心维...,已回复
67,收费太高,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355458660/,投诉,啄木鸟家电,解释,更换一个小电机收费548，太不合理，给个合理解释,已完成
68,啄木鸟维修太贵了，还诱导消费！,2021-10-12,https://tousu.sina.com.cn/complaint/view/17355390583/,投诉,啄木鸟家电,退回不合理款项,家里灯一会黑一会亮，觉着是哪里接触不良。在美团上找到了一家维修的店，上门服务的是穿着啄木鸟工作服的工作人员。维修工还没开始检查，就诱导我们下单，下单原因点选的是跳闸，金额为189元（可能他一口就想收这个价位吧）。但我们实际的问题是需要电路检修。之后他用了十分钟，检修了内外空气开关的电路，发现是室外的...,已回复
69,啄木鸟家庭维修乱收费,2021-10-16,https://tousu.sina.com.cn/complaint/view/17355449715/,投诉,啄木鸟家电,退款,家里墙上的插座突然没电了，在美团找的一家维修店，中午工作人员跟我打电话说下午4点过来，结果等到五点才来了两个人，一个穿着啄木鸟的工作服，一个啥也没穿。维修工还没检查就直接说189元，维修工拆开插座检测了一下电，然后说让我看看是不是跳闸了，结果是厨房屋里的插座跳闸了，合上闸后。他就收拾东西挺着急的往外...,已完成
70,云米蒸烤箱一体机用3次鼓包,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355355926/,投诉,云米全屋互联网家电,维修,我是2019年9月左右在苏州线下门店云米吴中永旺店（目前已关门，当时的销售联系不上）购买了一整套的云米互联网家电，新房装修好后一直未入住，直到2021年9月份开始才正式入住（煤气，电表等均可证明首次入住时间），购买的云米蒸烤一体机用完第三次发现底盘处有类似泡沫的东西，吸干水后发现擦不掉，仔细一看发现竟然是...,已回复
71,啄木鸟家电维修上门修洗衣机,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354931760/,投诉,啄木鸟家电,退费 作出处罚,啄木鸟家电上门维修洗衣机--滚筒洗衣机--LG牌子--重量5.2kg--无法开机，拆开主板什么都没有换 只是找我拿吹风机吹主板，将里面零件拆下有插上 ，等吹差不多后 通电显示可以正常开机了又反复测试2次 完毕，装好机器后让我手机报价一看386元，我说太贵 他说打折扣最后显示286元，没有更换零件却有零件包干费，还有检测费,已完成
72,海尔高端品牌卡萨帝冰箱，一年内2次售后，产品有严重的质量问题,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354925682/,投诉,卡萨帝高端家电,退/换新机,海尔高端品牌卡萨帝冰箱，购买不到1年2次售后 冷冻制冷效果差，冰箱底部流水，售后上门说问题很大，无法现场维修，告诉要拉走返厂 1.冰箱内食物。无法安放 2.售后拉走维修时间长，路途很大可能造成磕碰 3.高端高端，1万多的冰箱不到一年2次售后 百度后发现，卡萨帝冰箱遇到此类问题客户，超级多 十足的产品本身问题...,已完成
73,价格不合理,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354937873/,投诉,啄木鸟家电,退款,电脑显示器黑屏，但是能够正常运行。师傅在上门后在没有更换任何硬件的情况下，打开电脑清理一下灰尘收费140。其中配件包干41元，工时费60元，路途往返25元。为什么10分钟不到要收60的工时费，为什么2公里要收25元上门费，而且配件包干费是做什么的我也不知道。,已完成
74,请卡萨帝冰箱厂家更换,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354934139/,投诉,卡萨帝高端家电,"退货退款,退/换新机,维修,改善服务,延保,下架产品",卡萨帝冰箱自购买以来，平均每个季度都在维修，集中改造，一个冰箱质量问题太差了，每次都修不好，一直严重结冰，我以为买了个拖拉机杂声震惊整栋楼，靠拖过质保期来欺骗消费者吗,已完成
75,烧毁显卡,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354934005/,投诉,啄木鸟家电,赔偿显卡,本人的台式电脑无法正常开机，在啄木鸟家庭维修小程序中下单，师傅过来后，经过短暂处理，在通电后，出现明显烧焦味道，经检测，将电脑的技嘉1060 6G显卡烧坏,处理中
76,啄木鸟家电，乱收费，价格虚高，令人发指,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354925736/,投诉,啄木鸟家电,退款不合理费用,2021年9月13号因家里跳闸，我在大众点评上面找了附近做水电维修的商家，拨打了电话是一个400电话，对方自称是啄木鸟家电维修的，然后我就预约了师傅上门。8点35约的，9点25到的，师傅到了之后我把自己检查电路的情况给他说了下，我已确定是阁楼某个插座或电器短路，然后师傅就上楼拆了3个插座面板，问题未解决，最后是把...,已完成
77,啄木鸟家电维修收费太高,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354910577/,投诉,啄木鸟家电,退款,家里的冰箱坏了，在美团上找到了啄木鸟家电维修，师傅上门说冷冻室风机坏了，二十多分钟更换完，然后用美团券最终收费837.9元，师傅走后我在网上查了一下一个冰箱冷冻室风机也就几十块钱，所谓的配件包干费300元，技术服务费513元，都是是怎么定价的，这样的收费太离谱，我现在要求退还多收的费用400元。,已完成
78,设备购买后还未使用 开机触控液晶屏坏了,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354920422/,投诉,卡萨帝高端家电,退/换新机,申请退货 商家仅支持洗衣机 不让烘干机一起退货 但东西一套买的 肯定要一起退,已完成
79,啄木鸟家电维修乱收费,2021-09-10,https://tousu.sina.com.cn/complaint/view/17354870881/,投诉,啄木鸟家电,赔偿解释,换个电容收费标准319，明明是十几块钱的电容，技术维修费要179，什么人才来修的，要这么多维修费，当消费者好欺负是吧，同样问题美的维修只收90 30元,已完成
80,卡萨帝冰箱质量问题要求换全新机,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354906891/,投诉,卡萨帝高端家电,退/换新机,2021年2月左右买的卡萨帝b551冰箱，使用不到半年，发现两个问题1、发现左下边的冷冻室漏水结冰，并且冰冻越结越多，水都流出冰箱门外了2、冷藏室冰箱门左右不齐，关好后，左边比右边突出，不在一个平面。综上两点，严重怀疑冰箱有质量问题。因为使用期限很短，联系售后申请换全新机，但售后说我冰箱这样的问题不符合...,已完成
81,购买卡萨帝洗衣机不给发票,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354883620/,投诉,卡萨帝高端家电,赶快开发票，和换冰箱,换货卡萨帝洗衣机都一周了，都不给发票。而且刚购买了6个月的卡萨帝的冰箱出现了开关门异响。一直说解决也不解决。,已完成
82,卡萨帝冰箱进虫子，保鲜层积水，内部发霉。,2021-09-10,https://tousu.sina.com.cn/complaint/view/17354874558/,投诉,卡萨帝高端家电,把问题解决，如果解决,2020年中旬购买，买冰箱第一年没用几个月就更换上门，就进虫子，客服让观察，今年又是，依旧处理不了，已经维修二十天了，客服推脱，不回复不处理,已完成
83,空调漏水 在重庆啄木鸟网络科技有限公司 叫了个上门维修,2021-09-10,https://tousu.sina.com.cn/complaint/view/17354882962/,投诉,啄木鸟家电,退款,技工上门后 在没有更换任何空调零件的情况下 /清理了一下水槽 收费424元,已完成
84,售卖假货 虚假宣传 欺诈消费者 辱骂消费者,2021-09-10,https://tousu.sina.com.cn/complaint/view/17354878104/,投诉,啄木鸟家电,"赔偿,道歉,作出处罚,改善服务,假一罚十,履行诺言",2021年9月3号在淘宝上的（YUCANO啄木鸟旗舰店）下单购买的（被芯） 2021年9月7号收到货的是 （美人折家访店）与该店铺客服联系客服说是他们发货的被芯 与我下单的商品详情描述严重不符 欺诈消费 售假卖假 以次充好 等问题 商品详情内有承诺（假一罚十）与卖家联系只给我退款不退货 并未解决我的诉求 我的诉求是假一罚...,已完成
