序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
80,真我官网不给退碎屏险,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354921398/,投诉,realme手机,退款碎屏险,手机买来因为有质量问题拿去售后说给退，但是实体店不退，无奈只能换货，换来的新手机我给别人用了，想退碎屏险。但是官网不给退。请求退碎屏险。但是也没有告诉我说碎屏险不能退或者是怎样，我是直接找到的客服，客服买之前我咨询也没告诉我不能退，售后也没告诉我不能退，霸王条款。耍无赖。,已回复
81,cleaner手机管家恶意扣费,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355457468/,投诉,cleaner手机管家,"退款,作出处罚,解释",cleaner手机管家恶意扣费，不予退款,待分配
82,Word文档实用性不强,2021-10-18,https://tousu.sina.com.cn/complaint/view/17355471863/,投诉,Word文档手机版,退款,今天在文档向画个表格 另起一行时 就找不到回车键，想打印也没有相关按钮，实用性不强所以申请退款,待分配
83,优化大师在我不知道的情况下乱扣费，请尽快处理,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355271362/,投诉,手机优化大师,"退款,作出处罚",优化大师在我不知道的情况下乱扣费，请尽快处理,处理中
84,文档手机版软件,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355336364/,投诉,文档手机版,退款,在我不知情的情况下，无缘无故扣费298元，要求退款,待分配
85,砍头息现在天天发信息骚扰,2021-10-25,https://tousu.sina.com.cn/complaint/view/17355582286/,投诉,手机贷,"停止骚扰,道歉赔偿/解释,调整利率,撤销征信问题,销账,提供结清证明","停止骚扰,道歉赔偿/解释,处罚,撤销征信问题,不要在骚扰单位及家人",处理中
86,小孩玩手机App，错误操作付费，客服不予退款。,2021-10-22,https://tousu.sina.com.cn/complaint/view/17355537094/,投诉,手机定位他迹,退款,小孩玩手机点了“手机定位他迹”APP，点了付会员年费，微信自动扣费了。小孩害怕立即注销了账号。但微信扣费记录还在！联系客服说明情况要求退费，客服要求提供小孩玩手机付费的实时视频，这个不可能有实时录像，拒不退款，我说那就第三方解决，这个客服说那提供录屏也行，结果录屏后转了第二个客服，仍然要实时录像！拒不...,待分配
87,恶意收费,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355525934/,投诉,手机优化大师,"退款,赔偿,解释",今天六点左右的时候 微信突然收到一条消费信息，当然我就傻了，点开来一看 手机优化大师什么会员收费268 我都没有下过的软件，莫名其妙的给我扣费嘛 不是很能理解，用了苹果这么久了，很少遇到这种问题，,处理中
88,手机定位他迹，虚假广告,2021-10-23,https://tousu.sina.com.cn/complaint/view/17355554647/,投诉,手机定位他迹,"退款,作出处罚",手机定位他迹，做虚假广告，欺骗消费者，软件功能根本不能用，还不与退款，,待分配
89,前置摄像头、闪光灯、扫码都没法使用！,2021-10-26,https://tousu.sina.com.cn/complaint/view/17355593817/,投诉,realme手机,修好手机,正常使用手机的情况下，人脸解锁手机手机的时候提示摄像头被占用，进入拍照应用，切换到前置，仍然后摄像头工作，点击人像模式直接闪退，闪光灯无法使用，各类APP扫码功能也无法使用。偶尔出现用微信视频聊天无图像，在设置中的应用程序中清除所有相机数据后仍无法解决；将手机重启后再打开相机尝试操作同样无法解决。在...,已回复
90,realme耳机出现断裂漏电问题不予保修,2021-10-16,https://tousu.sina.com.cn/complaint/view/17355445716/,投诉,realme手机,维修耳机,关于正常使用11月仍在保修内的realme 真我Buds Wireless Pro 连接处破损断裂电线外漏导致漏电，可能存在安全隐患。10.13日寄修时检测中心提出该问题属于外观问题不予保修，专员反馈是正常现象，难道存在安全隐患，产品质量设计缺陷的问题，不在保修范围内？仅以外观问题和不属于功能性问题为由作为不保修依据是不负责任...,已回复
91,虚假宣传，位置不准确，服务差评，客服不解决问题，把我拉黑,2021-10-29,https://tousu.sina.com.cn/complaint/view/17355633646/,投诉,手机定位他迹,"退款,赔偿,作出处罚",我要投诉手机定位他迹APP，虚假宣传，服务态度差，客服不解决问题甚至联系不到客服,待分配
92,优化大师,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355370542/,投诉,手机优化大师,"退款,赔偿,解释,道歉",为什么乱扣费，老子要投诉，我要求退款，好吧,处理中
93,流氓软件擅自扣费,2021-10-22,https://tousu.sina.com.cn/complaint/view/17355539323/,投诉,文档手机版,"退款,赔偿,道歉,作出处罚,解释",这个软件在没有经过同意的前提下擅自扣费多人都有这种情况苹果手机软件商店还上架着这款软件希望及时处理不要仔让人受害,待分配
94,欺骗消费者,2021-10-22,https://tousu.sina.com.cn/complaint/view/17355533336/,投诉,手机麻麻,赔偿,2018年11月份通过手机麻麻平台购买了一台手机说好的手机五折返现到现在只体现了200目前还有500没返现平台登录不上客服也没人,处理中
95,要求cleaner手机管家退回我的388元。,2021-10-31,https://tousu.sina.com.cn/complaint/view/17355669853/,投诉,cleaner手机管家,退款,要求cleaner手机管家退回我的¥388。,待分配
96,手机定他迹 霸王条款,2021-10-30,https://tousu.sina.com.cn/complaint/view/17355656803/,投诉,手机定位他迹,退款,退款 欺骗消费者 垃圾玩意儿垃圾玩意儿。,待分配
97,CAD手机版APP 乱扣费,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355679800/,投诉,CAD手机版,退款,本人在10月29号下载了CAD手机版APP，当时并未告知有收费。然后11月凌晨4点，莫名其妙扣了我298元！,待分配
98,乱扣费手机优化大师,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355254909/,投诉,手机优化大师,退款,2021年10月2号下载手机优化大师乱收费,处理中
99,账号登录上去，里面余额三百多提不出来,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355252846/,投诉,手机麻麻,"退款,赔偿,作出处罚,恢复账号",账号登不上去，里面有三百多块钱，如果是APP要下架，应该提前通知消费者，让消费者做好准备,处理中
100,欺骗消费者 联系不到商家,2021-10-02,https://tousu.sina.com.cn/complaint/view/17355235715/,投诉,手机麻麻,作出处罚,欺骗消费者 联系不到商家 具有欺骗性 维权,处理中
101,没有使用恢复，拒不退款,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355347681/,投诉,手机恢复大师,退款,没有使用恢复，当时手放在了home键，直接付款了 第一时间找到客服 不在线 后来拒不退款,待分配
102,为下载过该APP，也并未注册过账号，强被收费订购了3个月,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355301464/,投诉,手机优化大师,退款,为下载过该APP，也并未注册过账号，强被收费订购了3个月,处理中
103,cleaner手机管家恶意扣费,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355514124/,投诉,cleaner手机管家,退款,申请退款会员高级版388元，未经过允许就扣费,待分配
104,无端扣费,2021-10-22,https://tousu.sina.com.cn/complaint/view/17355542539/,投诉,Cleaner手机管家,退款,根本没有使用过却直接帮我订阅和扣取大量费用真恶心,已完成
105,在我不知情的情况下乱扣费用,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355512883/,投诉,手机优化大师,退款,凌晨手机突然弹出被扣费的消息，自己并没有下载此软件，并未操作，不知为何被扣除268元,处理中
106,不小心下载了magic手机助手 莫名其妙自动扣款,2021-10-27,https://tousu.sina.com.cn/complaint/view/17355606994/,投诉,Magic手机助手,退款,不小心下载了magic手机助手 莫名其妙自动扣款 无法退订 需要退订,处理中
107,系统bug,2021-10-31,https://tousu.sina.com.cn/complaint/view/17355675655/,投诉,realme手机,"改善服务,抓紧回复,修复",内存不知道去哪里，清理也清理不出来，客服说话跟没说一样，什么破系统整天烦人 我就想问，我清理的内存到底去哪了？为什么就是，为什么就是清不出来？ 上次就是这样，清视频内存，删除后，实际内存还是那些，这个系统，都多少年没更新有用的东西了？整天不干正事，就知道发布心机，更新一些花里胡哨的功能,已回复
108,极速手机精灵收钱不办事投诉无反馈,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355688849/,投诉,极速手机精灵,"退款,赔偿",我在10.25日创建了恢复微信聊天信息的单子，在分配了工程师傅后工程师迟迟不加我QQ，我申请加工程师好友工程师也不理我。所以我就发起了举报并退款的处理。在第二天显示举报处理完成，但是并未进行退款也没有收到客服的任何回馈。在今天投诉的时候显示已接单，但我既没有收到退款也没有受到任何服务。,待分配
109,realmeGT大师探索版 系统更新不及时,2021-10-19,https://tousu.sina.com.cn/complaint/view/17355493127/,投诉,realme手机,"更新系统,履行承诺",realmeGT大师探索版 系统更新不及时 作为在realme产品中旗舰的产品 在系统更新方面 无法按时完成更新 在官方论坛 官方在2021.09.30发布的关于realme系统更新的公告中 明确表示上市6个月内的手机 在每个月都会有一次更新 但是现在距离realme上一次更新gt大师探索版系统已经过去1个月的时间 现在仍没有任何新系统的通知 问...,已回复
110,电池使用异常，,2021-10-16,https://tousu.sina.com.cn/complaint/view/17355444039/,投诉,realme手机,免费更换电池,本人去年11月购买了一部realme X7pro的手机，目前一年都不到，电池一天需要充五六次电，去售后检测说没问题，还要求我自费,已回复
111,下载使用重复扣费年费2次,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355526429/,投诉,文档手机版,退款,十月七日扣费298作为年费，十月二十一日又扣一次年费298,待分配
112,手机麻麻不给予提现,2021-10-22,https://tousu.sina.com.cn/complaint/view/17355530961/,投诉,手机麻麻,"退款,赔偿",手机麻麻上购买手机前说是给予红包可以提现，买了手机马上两年了不给予提现，希望官方给予处理，,处理中
113,下载软件后自动选择最高价格388元扣费，不征得客户选择和同意进行恶意扣费！,2021-10-16,https://tousu.sina.com.cn/complaint/view/17355420661/,投诉,Cleaner手机管家,退款,发现扣费后，根据设置中订阅提示，取消订阅不能解决退费问题，选择98元根据提示可以退还388元订阅未到期的费用，但点击98元订阅后迅速扣款98元，但就是未见前订阅388退款，性质太恶劣，请黑猫平台一定主持正义，谢谢,待分配
