序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
65,云米 洗烘一体机质量太差了,2021-10-29,https://tousu.sina.com.cn/complaint/view/17355646023/,投诉,云米全屋互联网家电,维修,才用了 多久就问题 很多 屏幕按键么 也有问题 以前反应过 现在有异响,已回复
66,参加首发活动未发E卡,2021-10-29,https://tousu.sina.com.cn/complaint/view/17355643292/,投诉,云米全屋互联网家电,赔偿解释,参加首发秒杀活动，e卡未发放，客服人员踢皮球。,已回复
67,云米洗地机Cyber只充电就短路了，售后申请一星期不处理,2021-10-26,https://tousu.sina.com.cn/complaint/view/17355593513/,投诉,云米全屋互联网家电,退/换新机,产品未使用过，只是充电。第一次插在插座上，插座跳了。换了一个插座，家里入户保险丝烧了。目前洗地机不充电，也开不了机，故售后申请换货。 第一步售后 SN码，故障视频和事情经过都上传了，但是一直让我补充信息，又不表明缺少什么信息，客服一直让我上传第一次视频和信息，都已经上传2次了，还一直拖着来回让我上传，...,已回复
68,产品售后问题,2021-10-27,https://tousu.sina.com.cn/complaint/view/17355607953/,投诉,云米全屋互联网家电,立即处理,云米扫拖机器人故障，申请售后 结果建单后半个月没有人联系我，中途两次催促，态度很好 很敷衍。从建单到今天半个月过去了，我不知道云米售后有多忙，还是说维修师傅都辞职了，也没有一个时效，就让我一直等待。难道云米是做一锤子买卖的吗？卖了就不用管了？希望能尽快联系为我处理,已回复
69,啄木鸟维修太贵了，还诱导消费！,2021-10-12,https://tousu.sina.com.cn/complaint/view/17355390583/,投诉,啄木鸟家电,退回不合理款项,家里灯一会黑一会亮，觉着是哪里接触不良。在美团上找到了一家维修的店，上门服务的是穿着啄木鸟工作服的工作人员。维修工还没开始检查，就诱导我们下单，下单原因点选的是跳闸，金额为189元（可能他一口就想收这个价位吧）。但我们实际的问题是需要电路检修。之后他用了十分钟，检修了内外空气开关的电路，发现是室外的...,已完成
70,云米s2净水器高于国家50标准长期处于100以上,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355243153/,投诉,云米全屋互联网家电,"维修,赔偿解释,延保",本人于19年8月购得云米s2 600g，刚开始使用净水值达到15左右，自从升级过后TDS水值一直在100以上，从未量橙色灯，滤芯更换提示后已更换，用了一段时间还是超高。,已回复
71,啄木鸟家庭维修坑蒙拐骗，用劣质产品蒙骗客户,2021-09-28,https://tousu.sina.com.cn/complaint/view/17355175529/,投诉,啄木鸟家电,"退货退款,赔偿解释",8月17日我通过啄木鸟家庭维修小程序约了工程师上门维修电脑不开机的问题，工程师在维修期间建议我们把主机里的硬件都更换一遍，故听从全部更换，除了硬盘未换，此次收取费用1400元。一个月未到电脑开始出现蓝屏现象，9月15日我又联系了客服要求再次返修，由于上次的工程师离职，此次返修更换了一个工程师，上来就说是硬...,已完成
72,乱收费，无消费明细，拒绝退款,2021-09-25,https://tousu.sina.com.cn/complaint/view/17355123476/,投诉,啄木鸟家电,退货退款,该商家乱收费，拒绝退款，不公布收费明细，欺骗消费者，消费金额明显高于市场价。,已完成
73,卡萨帝冰箱用了不到一年冷藏温度38度降不下来,2021-09-24,https://tousu.sina.com.cn/complaint/view/17355105861/,投诉,卡萨帝高端家电,退/换新机,9月22号的晚上打开冰箱，发现放在冷藏室的可乐爆了，爆的整个冰箱都是可乐，很愕然为什么好端端的可乐放在冷藏会爆呢？看了一下面板的温度显示冰箱温度是38度，然后还发现放在冰箱的饮料和水果都结了冰，之后马上联系销售网点派了售后上门检测，检测说是面板坏了要换，然后隔天来换了面板还是显示38度，售后说要拆机换传...,已完成
74,换个灯泡214,2021-09-24,https://tousu.sina.com.cn/complaint/view/17355100718/,投诉,啄木鸟家电,退货退款,我在平台下单说什么很优惠，而且这个是我在美团上已经团购了一张券减了30的价格不然244 就换一个不亮的灯泡！,已完成
75,维修人员损坏东西没人处理,2021-09-23,https://tousu.sina.com.cn/complaint/view/17355083185/,投诉,啄木鸟家电,"赔偿,维修",1.师傅不报价。在电梯里面广告预约了啄木鸟维修来更换家里卫生间暖气片，师傅打电话，我问他多少钱，他说上门看了才能报价，他上门看了以后，我问他需要多少钱，他说拆下来看难弄不难弄才能报价，后来直到更换完，我问他多少钱，他要150，饿哦说之前的师傅给我换了两个而且是挨着地面的比这个大也比这个难换多了也没有15...,已完成
76,维修师傅上门态度恶劣 反而修坏乱要价 客服不理睬,2021-09-22,https://tousu.sina.com.cn/complaint/view/17355064422/,投诉,啄木鸟家电,退款,9.19号在平台约了师傅上门维修床有异响 师傅把床垫掀开后，把床板垫框换了个面拧了几下螺丝就说收了200块。然后晚上发现换面后整个床一侧塌下去，自己还要去垫东西打电话叫他再来维修他说自己修不了，投诉客服之后，师傅又开始频繁拨打骚扰电话。客服反馈也一直用自动回复敷衍。,已完成
77,欺骗消费者，充值的钱变成有金额限制的消费券,2021-09-22,https://tousu.sina.com.cn/complaint/view/17355075168/,投诉,啄木鸟家电,退款,9月15日去该店购买鞋子，店员说可以充值300元送一双鞋子，当时觉得都要穿，以后买钱还可以用，可以充值回家点开店员当时给我关注的账号，发现是优惠券的形式，一次只能用50，而且还有金额限制，觉得不划算，9月20号早上去要求退，说退不了，后来协商说可以原价购买鞋子以后，钱会原路退回。当时以系统24小时以内退为由，...,已完成
78,啄木鸟维修私自拿走配件不交回,2021-09-22,https://tousu.sina.com.cn/complaint/view/17355067627/,投诉,啄木鸟家电,"退款,赔偿,维修,配件交回",5月修的空调，维修费700元，6月初又出现故障了，说空调出现其他的故障，又加收了100元，没修好就拿回来，后来说拆配件回去配，到现在没有修好，配件也没拿回来。,处理中
79,1匹空调不制冷，维修费竟然高达479元,2021-09-20,https://tousu.sina.com.cn/complaint/view/17355047467/,投诉,啄木鸟家电,退还部分维修费用,1.美团上已经买了个维修券，上门后还要收费！ 2.简单一个不制冷，上门后说空调压缩机电容坏了，维修需要310，又说没有氟利昂了，加了一半氟利昂，居然收了150。和外面维修100多点比起来，吃香太难看了！垃圾！ 3.维修时间是下午17:31，却收了深夜加急费60元。 价格缺少监管，漫天要价！,已完成
80,啄木鸟家庭维修，维修员误判故障并对冰箱原部件进行损坏焊接，未将机器恢复原样,2021-09-19,https://tousu.sina.com.cn/complaint/view/17355028575/,投诉,啄木鸟家电,"赔偿,维修",冰箱故障是冷藏不制冷，噪音大，不停机。啄木鸟维修员没有检查出冰箱真正出现的问题，说是缺氟了，但是加氟后并没有让冰箱正常运行。且未告知我们会对原部件进行焊接，擅自对冰箱主要原件进行焊接，三次上门后没有能力解决问题。我们联系厂家维修，但因啄木鸟维修员对原部件进行多处焊接处理，导致在保范围内的原部件不...,已回复
81,马桶疏通当天疏通 过两天发现还是堵 客服没有什么解决方法让我继续花钱维修,2021-09-19,https://tousu.sina.com.cn/complaint/view/17355024955/,投诉,啄木鸟家电,退款,马桶疏通当天疏通 过两天发现还是堵 客服没有什么解决方法让我继续花钱维修,已完成
82,啄木鸟家庭维修管家，胡乱收费乱装系统,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355018257/,投诉,啄木鸟家电,退货退款,因为是晚上，电脑重置了然后我就点了啄木鸟，然后师傅上门后，重装系统178然后我不装就问我要60路飞，然后我最终装结果给我装个g版ie浏览器啥都有，师傅也不专业居然叫我用360，你们这服务，这专业度178，不想叫他装还要叫我给60，关键又装不好，驱动驱动没装全，显卡驱动没设置很无语,已完成
83,啄木鸟家装乱收费且客服态度差,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355019070/,投诉,啄木鸟家电,"退货退款,赔偿解释",我在啄木鸟家庄平台上下单安装纱窗，师傅没告知我价格，平台也没有显示价格，师傅让我先交300元定金。过了两天来修完，又问我要了400元，两次一共付了700元。结果过了好几小时我才收到啄木鸟给我推送的账单，显示一共是300元，这显然是师傅乱收费了。我打电话过去，结果客服不但不承认，还挂我电话。这样的情况我看黑猫...,已完成
84,黑心啄木鸟,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355014347/,投诉,啄木鸟家电,"赔偿解释,延保",2021年9月14日， 通过网站了解到啄木鸟上门维修服务， 就致电了该商家联系预约师傅上门疏通下水道，因为是老式小区，师傅要价660元， 心想着能给通好就行了， 结果2021年9月16号下午厕所又继续反水，致电了该商家，师傅联系了我咨询了情况，说晚一点上门， 可是水已经反冒很多了，就打电话喊物业上门处理。 我觉得收费太...,已完成
85,啄木鸟家庭维修,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355013359/,投诉,啄木鸟家电,赔偿,就是维修床木床 床的螺丝松了 修理就用了10分钟 然后从这里下单来修理要300 太不合理了,已完成
86,就安装4个螺丝收费100元,2021-09-17,https://tousu.sina.com.cn/complaint/view/17354995969/,投诉,啄木鸟家电,退货退款,今天下午3点半左右来维修窗帘杆，有4个螺丝掉了，维修师傅就用了4个螺丝和我家的一根筷子就按上了，收我100元，我只接受50元，退我50元,已完成
87,硬盘损坏，寄回厂家维修后又原路返回,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354763508/,投诉,东芝家电,维修,2020年2月在淘宝的苏宁易购上买了一个东芝硬盘，保修3年，结果在2021年8年硬盘突然读取错误，导致里边所有数据丢失，然后联系了淘宝的客服，得不到解决，让我联系东芝的厂家，联系后说是让我寄回厂家去检测，我在纸条上写上了购买日期，SN码，产品问题，并把地址联系人都标明了，结果七个工作日后厂家又原封不动将硬盘给...,已完成
88,卡萨帝双筒洗衣机严重质量问题,2021-09-17,https://tousu.sina.com.cn/complaint/view/17354987775/,投诉,卡萨帝高端家电,"维修,赔偿解释",2018年1月8日配送到家的卡萨帝洗衣机，购于国美，渠道正规。结果买后就一直存在噪声大的问题，给海尔打过多次电话，师傅说可能脚不平，有次上门调整过，有一次直接让我自己推推看能不能推得动。这个问题时有时无，今年是购买后的第三年，噪声越发无法忍受，上桶尤其噪音严重，甩干时人都无法站在旁边。8.9师傅上门，未听...,处理中
