序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
208,长沙市树童英语八方校区退费迟迟不到账,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355334313/,投诉,树童英语课程中心,退款,长沙市树童英语八方校区，7月25日一次性和我老公签了三年的小孩英语国际班的合同，签三年本就是违法的。小孩一节课都没有上，我去申请退款。9月4日申请退款，截止到今天一个多月，钱还未到账。校区负责人不回微信，不接电话，疑似跑路。,处理中
209,树童英语停课疑似跑路,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355357940/,投诉,树童英语课程中心,退款,本人2021年6月19日在树童英语财富广场校区买了两年课时，10月7日说停课了，去了财富校区也是门锁紧闭，麻烦要求退还余额8940.39元，谢谢！,处理中
210,树童英语停课疑似跑路,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355359286/,投诉,树童英语课程中心,退款,树童英语线上网课，课程中断，无人理会，退费无门。,处理中
211,还我血汗钱,2021-10-13,https://tousu.sina.com.cn/complaint/view/17355404324/,投诉,树童英语课程中心,退款,惠州树童南翠校区通知停课，望树童总部解决好之前预存的几万学费,处理中
212,树童英语怡景湾校区,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355409086/,投诉,树童英语课程中心,退款,2020年6月1日，疫情刚结束正好是复课时候，想着价格比较优惠，就联系了惠东树童英语街尾井分校的林老师报了48课时，共5200元。当时林老师承诺，树童英语是连锁店，转至任何一所分校都可以就读，但不同城市可能单价有所不同，存在补差价或课时折合少等情况。报名前说孩子的年龄是可以读的，报读了之后又以孩子年龄小，暂...,处理中
213,树童英语停课疑似跑路,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355422024/,投诉,树童英语课程中心,退款,树童英语成都绿地468校区于2021年10月7日关门，剩余课时费不能退款，游学会员19800元已到期可退款，学校不予受理,处理中
214,树童英语停课疑似跑路,2021-10-15,https://tousu.sina.com.cn/complaint/view/17355424724/,投诉,树童英语课程中心,退款,两个孩子在树童创课学习英浯，2021年9冃24日被要求续费8800元，10⺝7日被通知无法上课，疑似跑路，至今维权无果。两个孩子合计未完成课费15557元。,处理中
215,树童英语停课疑似跑路,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355422744/,投诉,树童英语课程中心,退款,交了5年的学费，10月8号突然，关门，停课，也无退费，肄似卷款跑到,处理中
216,树童英语停课疑似跑路,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355409708/,投诉,树童英语课程中心,退款,本来与2020年8月到2021年3月期间合计转账4万左右到树童培训机构，用于儿子英语和编程培训，但2021年10月9日收到机构老师信息由于校长跑路工资拖欠导致无法正常上课,处理中
217,树童收取课外班费，倒闭后侵吞课时费,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355418488/,投诉,树童英语课程中心,退款,本人共交给广东树童西乡校区84440元，供孩子学习英语，扣除已经上完的课程费用17830元，还剩66610元学费。 但广东树童全国多家分校近日同时爆出无钱运营，拖欠租金、拖欠员工工资等问题，本人转账所在的深圳市西乡校区已经停止运营，人去楼空。经家长初步统计树童英语侵占全家几百家分校学员涉及缴款超过亿元。要求李小...,处理中
218,树童英语停课疑似跑路,2021-10-15,https://tousu.sina.com.cn/complaint/view/17355431965/,投诉,树童英语课程中心,退款,2019年5月30日签订游学协议，一直在广州陈家祠校区学习。2021年10月突然校区关门，卷款跑了。法人还扬言不退款。,处理中
219,书皮泡发了，没有客服处理,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355249065/,投诉,心喜阅童书会员商城,"退款,赔偿,道歉",书皮泡发了，没有客服处理，40块钱东西不处理，没有一个客服答复，寒心！,待分配
220,树童英语停课疑似跑路,2021-10-16,https://tousu.sina.com.cn/complaint/view/17355439858/,投诉,树童英语课程中心,退款,2021年向树童英语西安市长安区校区缴纳了23940元英语培训费，截止10月13日剩余应退费金额为22500元，该校方告知因总部卷款跑路没钱给家长退费，也无法按照签订的合同履行退费义务。现作为受害者我们要求履行合同义务确保及时退款到账。 附件：微信告知截图 缴费收据 退款申请 协议,处理中
221,树童收取课外班费，倒闭后侵吞课时费,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355418488/,投诉,树童英语课程中心,退款,本人共交给广东树童西乡校区84440元，供孩子学习英语，扣除已经上完的课程费用17830元，还剩66610元学费。 但广东树童全国多家分校近日同时爆出无钱运营，拖欠租金、拖欠员工工资等问题，本人转账所在的深圳市西乡校区已经停止运营，人去楼空。经家长初步统计树童英语侵占全家几百家分校学员涉及缴款超过亿元。要求李小...,处理中
222,树童英语停课疑似跑路,2021-10-12,https://tousu.sina.com.cn/complaint/view/17355384894/,投诉,树童英语课程中心,退款,本人2020年11月11日在杭州树童英语复兴路店为小孩报名了3年的英语培训，花费1.5万左右。当时报名的时候也问过培训机构的负责人是否可以中途退款，当时也明确表明是可以的。现要求推掉未使用的课时，负责人给我们的回复是说总部已不接受退费申请。希望相关部门以及负责人妥善处理，尽快退费。,处理中
223,隐瞒事实，让消费者缴款,2021-10-12,https://tousu.sina.com.cn/complaint/view/17355390776/,投诉,树童英语课程中心,"退款,道歉,作出处罚",本人在2021年在广州市树童教育机构（杭州分公司）上了几次体验课后，在销售人员的引导下，办了57次课程共计7200元，在9.18日当天打入树童教育机构7200元钱，结果一节课没上成，树童就在10.7号告知已破产倒闭，望相关部门介入帮我要回我的血汗钱。拜托了,处理中
224,树童英语停课疑似跑路,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355422024/,投诉,树童英语课程中心,退款,树童英语成都绿地468校区于2021年10月7日关门，剩余课时费不能退款，游学会员19800元已到期可退款，学校不予受理,处理中
225,树童英语停课疑似跑路,2021-10-15,https://tousu.sina.com.cn/complaint/view/17355424724/,投诉,树童英语课程中心,退款,两个孩子在树童创课学习英浯，2021年9冃24日被要求续费8800元，10⺝7日被通知无法上课，疑似跑路，至今维权无果。两个孩子合计未完成课费15557元。,处理中
226,树童英语停课疑似跑路,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355422744/,投诉,树童英语课程中心,退款,交了5年的学费，10月8号突然，关门，停课，也无退费，肄似卷款跑到,处理中
227,树童英语停课疑似跑路,2021-10-15,https://tousu.sina.com.cn/complaint/view/17355431965/,投诉,树童英语课程中心,退款,2019年5月30日签订游学协议，一直在广州陈家祠校区学习。2021年10月突然校区关门，卷款跑了。法人还扬言不退款。,处理中
228,书皮泡发了，没有客服处理,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355249065/,投诉,心喜阅童书会员商城,"退款,赔偿,道歉",书皮泡发了，没有客服处理，40块钱东西不处理，没有一个客服答复，寒心！,待分配
229,树童英语停课疑似跑路,2021-10-16,https://tousu.sina.com.cn/complaint/view/17355439858/,投诉,树童英语课程中心,退款,2021年向树童英语西安市长安区校区缴纳了23940元英语培训费，截止10月13日剩余应退费金额为22500元，该校方告知因总部卷款跑路没钱给家长退费，也无法按照签订的合同履行退费义务。现作为受害者我们要求履行合同义务确保及时退款到账。 附件：微信告知截图 缴费收据 退款申请 协议,处理中
230,树童英语停课疑似跑路,2021-10-18,https://tousu.sina.com.cn/complaint/view/17355480511/,投诉,树童英语课程中心,退款,本人2021.8.25晚在成都市青羊区树童课创英语中心缴费14160元，上了2节赠送课程，现在校门紧闭，校方无回应,处理中
231,树童英语停课疑似跑路,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355339841/,投诉,树童英语课程中心,退款,2021年3月在广州市树童英语南华教育城校区缴交2年英语课学费14880元，2021年8月缴交“小主持”参赛费699元。至2021年10月8日晚被告知机构“倒闭”，剩余学费9779元，要求该机构企业退回剩余课时学费！,处理中
232,树童英语停课疑似跑路,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355341754/,投诉,树童英语课程中心,退款,我们在2019.5.27年报名，于2021年6.11号申请了退费申请，退学金额11478元，扣除相应手续费退10838.67元，原计划是一月后转帐，后沟通是3个月内退还！因学校的老师和教育让我一直是信任的，因此沟通3月退还并无太多怀疑！于9月28日电话沟通说重新签订退款合同，至10月9号，此事也无人再沟通及跟进，电话等均打不通！固申...,处理中
233,2020年9月在信阳市树童英语缴纳学费38800元，承诺三年后退还，现已倒闭,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355341813/,投诉,树童英语课程中心,退款,2020年在信阳树童英语报班，缴纳学费38800，刚上了一年学校面临倒闭，也不退钱。,处理中
234,树童英语停课疑似跑路,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355338812/,投诉,树童英语课程中心,退款,退课未退费，申请退课费快三个月仍未退费。,处理中
235,树童英语停课疑似跑路,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355343128/,投诉,树童英语课程中心,退款,树童负责人和老板跑路了。现在门申请退款。,处理中
