序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
69,爱玛电动车店倒闭 跑路 新开爱玛店铺不给开具增值税发票,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354885667/,投诉,爱玛电动车,开具增值税发票,本人于2020年7月17日购买IN麦白色电动车3500元，今年交警部门要求电动车上牌要机打增值税发票，去年老板开具的是手写的销售凭证，我还问他了能上牌是吧，他说是的，我们消费者哪里会知道上牌要机打增值税发票也没告知消费者，2021年9月8日我去另外一家爱玛电动车店以为是原来爱玛电动车店搬过来的我说交警那边上牌要机打...,处理中
70,买车时没有说保险的问题,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354840348/,投诉,爱玛电动车,"赔偿解释,改善服务",买车的时候什么都没有说 就一些发票 他们要是跟我说有防盗保险可以买那我肯定会买啊 导致现在车没了 报警也没有用,处理中
71,爱玛电动车店倒闭 跑路 新开爱玛店铺不给开具增值税发票,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354885667/,投诉,爱玛电动车,开具增值税发票,本人于2020年7月17日购买IN麦白色电动车3500元，今年交警部门要求电动车上牌要机打增值税发票，去年老板开具的是手写的销售凭证，我还问他了能上牌是吧，他说是的，我们消费者哪里会知道上牌要机打增值税发票也没告知消费者，2021年9月8日我去另外一家爱玛电动车店以为是原来爱玛电动车店搬过来的我说交警那边上牌要机打...,处理中
72,购买的爱玛电动车，质量很多,2021-09-10,https://tousu.sina.com.cn/complaint/view/17354876447/,投诉,爱玛电动车,"赔偿解释,道歉,退款",8月20号左右电量显示盘就少了一格电不显示了，接着第二天在轮胎没有出现爆胎的情况下，气嘴爆掉了，而且没有摔过撞过，9月9号充完电之后，电量显示盘就全坏了，没有显示任何的电量。而且充电器充满不会自动断电，也不会跳为绿灯，一直都是红灯。 商家态度极其恶劣，不承认，联系过他们，他们说正常的。现在联系说没说过...,处理中
73,云南曲靖市台铃电动车（麒麟西路店）欺诈行为,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354803754/,投诉,台铃电动车,赔偿解释,9月1日在麒麟西路店买了一辆台铃可耀电动车，付了款老板帮上牌需要身份证，说第二天过来，第二天去说没搞好，第三天去又说还没下来，9月4日说牌上好了。我9月5日去提车，一开出来看显示屏已经开了333公里，打电话问他他说没事的，让我开回去把数字清零就可以了，我说你这不是作假吗他也不给我解释。我对车不懂，这车是...,已回复
74,新日电动车燕郊行宫西大街店,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354850390/,投诉,新日电动车,"道歉,改善服务,维修,退款",于9.3提车，当日出现颠簸异响，店内人员通过加紧螺丝解决，9.7发现前右侧转向灯不亮，车辆颠簸再次异响，于当日晚到店提出维修申请，店家于今日较晚，明日再开维修为由将我推走，并当日留下车辆信息（拍照），次日9.8晚，1930分左右到店再次申请维修，并未得到回复，并且店员以看见你都怕了，都跑了，来我们这比上班...,处理中
75,台铃电动车铃行宝虚假宣传，拖延理赔时间，拒绝理赔,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354843490/,投诉,台铃电动车,"赔偿解释,铃行宝理赔",本人购买的台铃电动车（附有电动车资料图片）被盗窃（附有报案图片），根据“铃行保”保险告知书，按照保险合同约定资料邮寄后可负责赔偿（附有告知书图片）。本人根据客服提示，将保险资料邮寄给保险公司，并于2021年8月13日到达指定地点（附有快递信息截图）。然打电话询问说告知书只是大概，具体需要十五个工作日才能完...,处理中
76,电动车电机进水损坏，他们的广告是电机防水，质保六年,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354809476/,投诉,绿源电动车,"改善服务,维修","郑州上次下雨,和我在一块停的电动车都没事，我的没办法骑了，联系他们售后拉回去，第一次检测说是控制器，支架锁，和报警器坏了，然后就让他们修从工厂发来配件然后给我说换上直接又烧坏了还把转换器烧坏了，他们再从新检测又说电机也进水了，他们的广告说的是质保六年电机防水，现在不给我免费更换电机",已回复
77,爱玛会员微信小程序邀请新人，不发放奖品,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354832228/,投诉,爱玛电动车,"赔偿解释,道歉",爱玛会员微信小程序邀请新人，邀请了200多人，最后以其中一两个账号添加不上好友、账号违规等理由，拒绝发放所有奖品。添加不上好友已经跟客服解释过是微信设置原因，账号违规是其个人原因，不能因为别人违规，拒绝发放我所有奖品,处理中
78,合肥肥西绿源电动车潘军车行销售有质量问题的电动车，拒绝履行三包规定,2021-09-04,https://tousu.sina.com.cn/complaint/view/17354787428/,投诉,绿源电动车,"改善服务,退换",1.本人于2021年8月29日花2680元在当地车行买了一辆全新的绿源电动车，购买不到一周，9月4日发生电机故障，商家检测过确认是电机问题，需要更换。 2.三包法规定产品自售出之日起7日内，发生性能故障的，消费者可以退货产品自售出之日起15日内，发生性能故障的，消费者可以换货。我向商家提出更换的需求，商家拒绝，协...,已完成
79,台铃电动车强卖展车，电动车行驶中断电不解决。售后无人接听,2021-09-02,https://tousu.sina.com.cn/complaint/view/17354746613/,投诉,台铃电动车,"赔偿解释,召回,退款",8月4日购买台铃n8电动车，购买的时候知道是展车不想要，跟老板说再发一辆新的，老板说车辆没有问题，如果有问题找他换车，购买时一直没给我看已跑多少公里。回到家发现车辆已跑200多公里，但是因为已经买了，也懒得多纠缠。官方宣传能跑160公里其实只有60公里左右，宣传离车辆近自动解锁离车辆远自动上锁功能也没有。8月...,已回复
80,用绿源专用配套充电器，电瓶鼓包,2021-09-04,https://tousu.sina.com.cn/complaint/view/17354777092/,投诉,绿源电动车,换新或者退款,用了不到4个月，打投诉电话客服牛逼的狠，说拿来检测，不管撒结果需要自己花钱买新的电瓶。这是第一次，还品牌，也是有史以来买的最差的一个。,已回复
81,电动车电机进水损坏，他们的广告是电机防水，质保六年,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354809476/,投诉,绿源电动车,"改善服务,维修","郑州上次下雨,和我在一块停的电动车都没事，我的没办法骑了，联系他们售后拉回去，第一次检测说是控制器，支架锁，和报警器坏了，然后就让他们修从工厂发来配件然后给我说换上直接又烧坏了还把转换器烧坏了，他们再从新检测又说电机也进水了，他们的广告说的是质保六年电机防水，现在不给我免费更换电机",已回复
82,爱玛会员微信小程序邀请新人，不发放奖品,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354832228/,投诉,爱玛电动车,"赔偿解释,道歉",爱玛会员微信小程序邀请新人，邀请了200多人，最后以其中一两个账号添加不上好友、账号违规等理由，拒绝发放所有奖品。添加不上好友已经跟客服解释过是微信设置原因，账号违规是其个人原因，不能因为别人违规，拒绝发放我所有奖品,处理中
83,合肥肥西绿源电动车潘军车行销售有质量问题的电动车，拒绝履行三包规定,2021-09-04,https://tousu.sina.com.cn/complaint/view/17354787428/,投诉,绿源电动车,"改善服务,退换",1.本人于2021年8月29日花2680元在当地车行买了一辆全新的绿源电动车，购买不到一周，9月4日发生电机故障，商家检测过确认是电机问题，需要更换。 2.三包法规定产品自售出之日起7日内，发生性能故障的，消费者可以退货产品自售出之日起15日内，发生性能故障的，消费者可以换货。我向商家提出更换的需求，商家拒绝，协...,已完成
84,新日电动车质量有问题，三包内不解决,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354590878/,投诉,新日电动车,"改善服务,维修,补发产品",买了新日电动车两个多月电池就坏掉了，电压不足。在三包期内，刚开始店家让我自己找修车师傅检测是否是锂电池的原因，如果是就给补发一个。确定是锂电池的原因商家要求我将坏的锂电池寄回去，但是个人寄锂电池没有快递或者物流接收，商家说他那边会沟通，但是德邦打电话给我说并没有。询问淘宝客服，得到的只是敷衍结果...,处理中
85,用绿源专用配套充电器，电瓶鼓包,2021-09-04,https://tousu.sina.com.cn/complaint/view/17354777092/,投诉,绿源电动车,换新或者退款,用了不到4个月，打投诉电话客服牛逼的狠，说拿来检测，不管撒结果需要自己花钱买新的电瓶。这是第一次，还品牌，也是有史以来买的最差的一个。,已回复
86,电池不到一年1年就坏了，不给换新,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354566828/,投诉,新日电动车,退款,2020年双十一的时候在也薇娅直播间买的电动车，买的时候说电池30个月包换，现在一年不到电池就坏了，我申请售后，他们让我自行寄回电池，我联系了很多快递公司都说不收电池，他们又要求我亲自拿到经销商去处理，她们说跟经销商联系好了，经销商离我很远但是没有办法我也只好联系经销商，我联系经销商之后，经销商说新...,处理中
87,淘宝包庇爱玛官方旗舰店强买强卖，让消费者承担卖家私自发货的费用,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354761399/,投诉,爱玛电动车,退款,8月27日1516分，在淘宝爱玛官方旗舰店购买了爱玛电动车，后续发现价格别人买的是2700多，自己则购买价格是3399元，8月27日1740分联系了卖家退款，卖家说稍等去给申请优惠，结果后续优惠没有申请下来，直接私自发货了，退款还说让买家承担600多元的运费，投诉淘宝网申请店小二介入，居然说是不是私自发货，,已完成
88,爱玛电动车三门峡总店出售问题车，敷衍了事不与维修，还不给开发票。前轮碟刹碟片磨碟,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354756722/,投诉,爱玛电动车,"召回,维修,退款",本人于9月2号中午于爱玛电动车三门峡店购买一辆爱玛电动车雷拉，当场要求开发票，店主不予理睬，骑回家发现前轮碟片磨碟，推车时沙沙响，并且轮毂存在掉皮。总售后说正常一辆新车出现问题正常你给我修好我就不说啥了，关键让我凑合用。打爱玛官方客服电子保修，客服敷衍了事。诉求配合开发票，解决碟刹异响问题，更...,处理中
